,surveyID,surveyType,questionID,doctorID,network,dataset,imageName,answer,correctAnswers,correct,certainty,grading_score
74,7,control,55,2,saunet,stare,000039-saunet-stare.png,not_applicable,"cilio_retinal_artery_occlusion,central_retinal_artery_occlusion",0,4,0
75,7,control,61,5,eswanet,stare,000278-eswanet-stare.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,3,-60
76,7,control,25,5,iternet_uni,drive,002670-iternet_uni-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3,60
77,7,control,58,5,laddernet,stare,000278-laddernet-stare.png,diabetic_retinopathy,diabetic_retinopathy,1,3,60
78,7,control,53,5,iternet_uni,stare,000039-iternet_uni-stare.png,central_retinal_vein_occlusion,"cilio_retinal_artery_occlusion,central_retinal_artery_occlusion",-1,3,-60
79,7,control,26,5,vgan,drive,002670-vgan-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3,60
80,7,control,14,5,saunet,drive,000613-saunet-drive.png,central_retinal_vein_occlusion,diabetic_retinopathy,-1,3,-60
81,7,control,37,5,vgan,drive,003522-vgan-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3,60
82,7,control,60,5,vesselunet,stare,000278-vesselunet-stare.png,diabetic_retinopathy,diabetic_retinopathy,1,3,60
83,7,control,71,5,laddernet,stare,001078-laddernet-stare.png,central_retinal_vein_occlusion,diabetic_retinopathy,-1,3,-60
84,7,control,13,5,vesselunet,drive,000613-vesselunet-drive.png,not_applicable,diabetic_retinopathy,0,3,0
85,7,control,68,5,vesselunet,stare,001041-vesselunet-stare.png,central_retinal_vein_occlusion,"central_retinal_artery_occlusion,central_retinal_vein_occlusion",1,3,60
86,7,control,6,5,iternet_uni,drive,000000-iternet_uni-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3,60
87,7,control,29,5,vesselunet,drive,002764-vesselunet-drive.png,not_applicable,diabetic_retinopathy,0,3,0
88,7,control,73,5,vesselunet,stare,001078-vesselunet-stare.png,central_retinal_vein_occlusion,diabetic_retinopathy,-1,3,-60
89,7,control,55,5,saunet,stare,000039-saunet-stare.png,not_applicable,"cilio_retinal_artery_occlusion,central_retinal_artery_occlusion",0,3,0
90,7,control,61,3,eswanet,stare,000278-eswanet-stare.png,diabetic_retinopathy,diabetic_retinopathy,1,3,60
91,7,control,25,3,iternet_uni,drive,002670-iternet_uni-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3,60
92,7,control,58,3,laddernet,stare,000278-laddernet-stare.png,none,diabetic_retinopathy,-1,2,-40
93,7,control,53,3,iternet_uni,stare,000039-iternet_uni-stare.png,central_retinal_artery_occlusion,"cilio_retinal_artery_occlusion,central_retinal_artery_occlusion",1,4,80
94,7,control,26,3,vgan,drive,002670-vgan-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,4,80
95,7,control,14,3,saunet,drive,000613-saunet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,5,100
96,7,control,37,3,vgan,drive,003522-vgan-drive.png,central_retinal_vein_occlusion,diabetic_retinopathy,-1,4,-80
97,7,control,60,3,vesselunet,stare,000278-vesselunet-stare.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,2,-40
98,7,control,71,3,laddernet,stare,001078-laddernet-stare.png,diabetic_retinopathy,diabetic_retinopathy,1,3,60
99,7,control,13,3,vesselunet,drive,000613-vesselunet-drive.png,not_applicable,diabetic_retinopathy,0,5,0
100,7,control,68,3,vesselunet,stare,001041-vesselunet-stare.png,diabetic_retinopathy,"central_retinal_artery_occlusion,central_retinal_vein_occlusion",-1,4,-80
101,7,control,6,3,iternet_uni,drive,000000-iternet_uni-drive.png,none,diabetic_retinopathy,-1,3,-60
102,7,control,29,3,vesselunet,drive,002764-vesselunet-drive.png,not_applicable,diabetic_retinopathy,0,5,0
103,7,control,73,3,vesselunet,stare,001078-vesselunet-stare.png,diabetic_retinopathy,diabetic_retinopathy,1,4,80
104,7,control,55,3,saunet,stare,000039-saunet-stare.png,not_applicable,"cilio_retinal_artery_occlusion,central_retinal_artery_occlusion",0,3,0
105,7,control,61,2,eswanet,stare,000278-eswanet-stare.png,diabetic_retinopathy,diabetic_retinopathy,1,3,60
106,7,control,25,2,iternet_uni,drive,002670-iternet_uni-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3,60
107,7,control,58,2,laddernet,stare,000278-laddernet-stare.png,diabetic_retinopathy,diabetic_retinopathy,1,3,60
108,7,control,53,2,iternet_uni,stare,000039-iternet_uni-stare.png,not_applicable,"cilio_retinal_artery_occlusion,central_retinal_artery_occlusion",0,3,0
109,7,control,26,2,vgan,drive,002670-vgan-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,3,-60
110,7,control,14,2,saunet,drive,000613-saunet-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,3,-60
111,7,control,37,2,vgan,drive,003522-vgan-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3,60
112,7,control,60,2,vesselunet,stare,000278-vesselunet-stare.png,diabetic_retinopathy,diabetic_retinopathy,1,3,60
113,7,control,71,2,laddernet,stare,001078-laddernet-stare.png,cilio_retinal_artery_occlusion,diabetic_retinopathy,-1,3,-60
114,7,control,13,2,vesselunet,drive,000613-vesselunet-drive.png,not_applicable,diabetic_retinopathy,0,4,0
115,7,control,68,2,vesselunet,stare,001041-vesselunet-stare.png,central_retinal_vein_occlusion,"central_retinal_artery_occlusion,central_retinal_vein_occlusion",1,4,80
116,7,control,6,2,iternet_uni,drive,000000-iternet_uni-drive.png,not_applicable,diabetic_retinopathy,0,3,0
117,7,control,29,2,vesselunet,drive,002764-vesselunet-drive.png,not_applicable,diabetic_retinopathy,0,4,0
118,7,control,73,2,vesselunet,stare,001078-vesselunet-stare.png,cilio_retinal_artery_occlusion,diabetic_retinopathy,-1,3,-60
119,7,control,55,2,saunet,stare,000039-saunet-stare.png,not_applicable,"cilio_retinal_artery_occlusion,central_retinal_artery_occlusion",0,4,0
120,7,control,61,5,eswanet,stare,000278-eswanet-stare.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,3,-60
121,7,control,25,5,iternet_uni,drive,002670-iternet_uni-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3,60
122,7,control,58,5,laddernet,stare,000278-laddernet-stare.png,diabetic_retinopathy,diabetic_retinopathy,1,3,60
123,7,control,53,5,iternet_uni,stare,000039-iternet_uni-stare.png,central_retinal_vein_occlusion,"cilio_retinal_artery_occlusion,central_retinal_artery_occlusion",-1,3,-60
124,7,control,26,5,vgan,drive,002670-vgan-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3,60
125,7,control,14,5,saunet,drive,000613-saunet-drive.png,central_retinal_vein_occlusion,diabetic_retinopathy,-1,3,-60
126,7,control,37,5,vgan,drive,003522-vgan-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3,60
127,7,control,60,5,vesselunet,stare,000278-vesselunet-stare.png,diabetic_retinopathy,diabetic_retinopathy,1,3,60
128,7,control,71,5,laddernet,stare,001078-laddernet-stare.png,central_retinal_vein_occlusion,diabetic_retinopathy,-1,3,-60
129,7,control,13,5,vesselunet,drive,000613-vesselunet-drive.png,not_applicable,diabetic_retinopathy,0,3,0
130,7,control,68,5,vesselunet,stare,001041-vesselunet-stare.png,central_retinal_vein_occlusion,"central_retinal_artery_occlusion,central_retinal_vein_occlusion",1,3,60
131,7,control,6,5,iternet_uni,drive,000000-iternet_uni-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3,60
132,7,control,29,5,vesselunet,drive,002764-vesselunet-drive.png,not_applicable,diabetic_retinopathy,0,3,0
133,7,control,73,5,vesselunet,stare,001078-vesselunet-stare.png,central_retinal_vein_occlusion,diabetic_retinopathy,-1,3,-60
134,7,control,55,5,saunet,stare,000039-saunet-stare.png,not_applicable,"cilio_retinal_artery_occlusion,central_retinal_artery_occlusion",0,3,0
135,7,control,61,6,eswanet,stare,000278-eswanet-stare.png,diabetic_retinopathy,diabetic_retinopathy,1,3,60
136,7,control,25,6,iternet_uni,drive,002670-iternet_uni-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3,60
137,7,control,58,6,laddernet,stare,000278-laddernet-stare.png,diabetic_retinopathy,diabetic_retinopathy,1,3,60
138,7,control,53,6,iternet_uni,stare,000039-iternet_uni-stare.png,cilio_retinal_artery_occlusion,"cilio_retinal_artery_occlusion,central_retinal_artery_occlusion",1,4,80
139,7,control,26,6,vgan,drive,002670-vgan-drive.png,central_retinal_vein_occlusion,diabetic_retinopathy,-1,4,-80
140,7,control,14,6,saunet,drive,000613-saunet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,4,80
141,7,control,37,6,vgan,drive,003522-vgan-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,4,80
142,7,control,60,6,vesselunet,stare,000278-vesselunet-stare.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,3,-60
143,7,control,71,6,laddernet,stare,001078-laddernet-stare.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,3,-60
144,7,control,13,6,vesselunet,drive,000613-vesselunet-drive.png,none,diabetic_retinopathy,-1,4,-80
145,7,control,68,6,vesselunet,stare,001041-vesselunet-stare.png,central_retinal_vein_occlusion,"central_retinal_artery_occlusion,central_retinal_vein_occlusion",1,4,80
146,7,control,6,6,iternet_uni,drive,000000-iternet_uni-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,3,-60
147,7,control,29,6,vesselunet,drive,002764-vesselunet-drive.png,none,diabetic_retinopathy,-1,4,-80
148,7,control,73,6,vesselunet,stare,001078-vesselunet-stare.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,4,-80
149,7,control,55,6,saunet,stare,000039-saunet-stare.png,cilio_retinal_artery_occlusion,"cilio_retinal_artery_occlusion,central_retinal_artery_occlusion",1,4,80
150,7,control,61,3,eswanet,stare,000278-eswanet-stare.png,diabetic_retinopathy,diabetic_retinopathy,1,3,60
151,7,control,25,3,iternet_uni,drive,002670-iternet_uni-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3,60
152,7,control,58,3,laddernet,stare,000278-laddernet-stare.png,none,diabetic_retinopathy,-1,2,-40
153,7,control,53,3,iternet_uni,stare,000039-iternet_uni-stare.png,central_retinal_artery_occlusion,"cilio_retinal_artery_occlusion,central_retinal_artery_occlusion",1,4,80
154,7,control,26,3,vgan,drive,002670-vgan-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,4,80
155,7,control,14,3,saunet,drive,000613-saunet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,5,100
156,7,control,37,3,vgan,drive,003522-vgan-drive.png,central_retinal_vein_occlusion,diabetic_retinopathy,-1,4,-80
157,7,control,60,3,vesselunet,stare,000278-vesselunet-stare.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,2,-40
158,7,control,71,3,laddernet,stare,001078-laddernet-stare.png,diabetic_retinopathy,diabetic_retinopathy,1,3,60
159,7,control,13,3,vesselunet,drive,000613-vesselunet-drive.png,not_applicable,diabetic_retinopathy,0,5,0
160,7,control,68,3,vesselunet,stare,001041-vesselunet-stare.png,diabetic_retinopathy,"central_retinal_artery_occlusion,central_retinal_vein_occlusion",-1,4,-80
161,7,control,6,3,iternet_uni,drive,000000-iternet_uni-drive.png,none,diabetic_retinopathy,-1,3,-60
162,7,control,29,3,vesselunet,drive,002764-vesselunet-drive.png,not_applicable,diabetic_retinopathy,0,5,0
163,7,control,73,3,vesselunet,stare,001078-vesselunet-stare.png,diabetic_retinopathy,diabetic_retinopathy,1,4,80
164,7,control,55,3,saunet,stare,000039-saunet-stare.png,not_applicable,"cilio_retinal_artery_occlusion,central_retinal_artery_occlusion",0,3,0
165,7,control,61,2,eswanet,stare,000278-eswanet-stare.png,diabetic_retinopathy,diabetic_retinopathy,1,3,60
166,7,control,25,2,iternet_uni,drive,002670-iternet_uni-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3,60
167,7,control,58,2,laddernet,stare,000278-laddernet-stare.png,diabetic_retinopathy,diabetic_retinopathy,1,3,60
168,7,control,53,2,iternet_uni,stare,000039-iternet_uni-stare.png,not_applicable,"cilio_retinal_artery_occlusion,central_retinal_artery_occlusion",0,3,0
169,7,control,26,2,vgan,drive,002670-vgan-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,3,-60
170,7,control,14,2,saunet,drive,000613-saunet-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,3,-60
171,7,control,37,2,vgan,drive,003522-vgan-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3,60
172,7,control,60,2,vesselunet,stare,000278-vesselunet-stare.png,diabetic_retinopathy,diabetic_retinopathy,1,3,60
173,7,control,71,2,laddernet,stare,001078-laddernet-stare.png,cilio_retinal_artery_occlusion,diabetic_retinopathy,-1,3,-60
174,7,control,13,2,vesselunet,drive,000613-vesselunet-drive.png,not_applicable,diabetic_retinopathy,0,4,0
175,7,control,68,2,vesselunet,stare,001041-vesselunet-stare.png,central_retinal_vein_occlusion,"central_retinal_artery_occlusion,central_retinal_vein_occlusion",1,4,80
176,7,control,6,2,iternet_uni,drive,000000-iternet_uni-drive.png,not_applicable,diabetic_retinopathy,0,3,0
177,7,control,29,2,vesselunet,drive,002764-vesselunet-drive.png,not_applicable,diabetic_retinopathy,0,4,0
178,7,control,73,2,vesselunet,stare,001078-vesselunet-stare.png,cilio_retinal_artery_occlusion,diabetic_retinopathy,-1,3,-60
179,7,control,55,2,saunet,stare,000039-saunet-stare.png,not_applicable,"cilio_retinal_artery_occlusion,central_retinal_artery_occlusion",0,4,0
180,7,control,61,5,eswanet,stare,000278-eswanet-stare.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,3,-60
181,7,control,25,5,iternet_uni,drive,002670-iternet_uni-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3,60
182,7,control,58,5,laddernet,stare,000278-laddernet-stare.png,diabetic_retinopathy,diabetic_retinopathy,1,3,60
183,7,control,53,5,iternet_uni,stare,000039-iternet_uni-stare.png,central_retinal_vein_occlusion,"cilio_retinal_artery_occlusion,central_retinal_artery_occlusion",-1,3,-60
184,7,control,26,5,vgan,drive,002670-vgan-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3,60
185,7,control,14,5,saunet,drive,000613-saunet-drive.png,central_retinal_vein_occlusion,diabetic_retinopathy,-1,3,-60
186,7,control,37,5,vgan,drive,003522-vgan-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3,60
187,7,control,60,5,vesselunet,stare,000278-vesselunet-stare.png,diabetic_retinopathy,diabetic_retinopathy,1,3,60
188,7,control,71,5,laddernet,stare,001078-laddernet-stare.png,central_retinal_vein_occlusion,diabetic_retinopathy,-1,3,-60
189,7,control,13,5,vesselunet,drive,000613-vesselunet-drive.png,not_applicable,diabetic_retinopathy,0,3,0
190,7,control,68,5,vesselunet,stare,001041-vesselunet-stare.png,central_retinal_vein_occlusion,"central_retinal_artery_occlusion,central_retinal_vein_occlusion",1,3,60
191,7,control,6,5,iternet_uni,drive,000000-iternet_uni-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3,60
192,7,control,29,5,vesselunet,drive,002764-vesselunet-drive.png,not_applicable,diabetic_retinopathy,0,3,0
193,7,control,73,5,vesselunet,stare,001078-vesselunet-stare.png,central_retinal_vein_occlusion,diabetic_retinopathy,-1,3,-60
194,7,control,55,5,saunet,stare,000039-saunet-stare.png,not_applicable,"cilio_retinal_artery_occlusion,central_retinal_artery_occlusion",0,3,0
195,7,control,61,6,eswanet,stare,000278-eswanet-stare.png,diabetic_retinopathy,diabetic_retinopathy,1,3,60
196,7,control,25,6,iternet_uni,drive,002670-iternet_uni-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3,60
197,7,control,58,6,laddernet,stare,000278-laddernet-stare.png,diabetic_retinopathy,diabetic_retinopathy,1,3,60
198,7,control,53,6,iternet_uni,stare,000039-iternet_uni-stare.png,cilio_retinal_artery_occlusion,"cilio_retinal_artery_occlusion,central_retinal_artery_occlusion",1,4,80
199,7,control,26,6,vgan,drive,002670-vgan-drive.png,central_retinal_vein_occlusion,diabetic_retinopathy,-1,4,-80
200,7,control,14,6,saunet,drive,000613-saunet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,4,80
201,7,control,37,6,vgan,drive,003522-vgan-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,4,80
202,7,control,60,6,vesselunet,stare,000278-vesselunet-stare.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,3,-60
203,7,control,71,6,laddernet,stare,001078-laddernet-stare.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,3,-60
204,7,control,13,6,vesselunet,drive,000613-vesselunet-drive.png,none,diabetic_retinopathy,-1,4,-80
205,7,control,68,6,vesselunet,stare,001041-vesselunet-stare.png,central_retinal_vein_occlusion,"central_retinal_artery_occlusion,central_retinal_vein_occlusion",1,4,80
206,7,control,6,6,iternet_uni,drive,000000-iternet_uni-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,3,-60
207,7,control,29,6,vesselunet,drive,002764-vesselunet-drive.png,none,diabetic_retinopathy,-1,4,-80
208,7,control,73,6,vesselunet,stare,001078-vesselunet-stare.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,4,-80
209,7,control,55,6,saunet,stare,000039-saunet-stare.png,cilio_retinal_artery_occlusion,"cilio_retinal_artery_occlusion,central_retinal_artery_occlusion",1,4,80
210,7,control,61,1,eswanet,stare,000278-eswanet-stare.png,diabetic_retinopathy,diabetic_retinopathy,1,4,80
211,7,control,25,1,iternet_uni,drive,002670-iternet_uni-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,4,80
212,7,control,58,1,laddernet,stare,000278-laddernet-stare.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,4,-80
213,7,control,53,1,iternet_uni,stare,000039-iternet_uni-stare.png,arteriosclerotic_retinopathy,"cilio_retinal_artery_occlusion,central_retinal_artery_occlusion",-1,4,-80
214,7,control,26,1,vgan,drive,002670-vgan-drive.png,none,diabetic_retinopathy,-1,4,-80
215,7,control,14,1,saunet,drive,000613-saunet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,4,80
216,7,control,37,1,vgan,drive,003522-vgan-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,3,-60
