survey_id,question_id,image_filename,disease_token
7,60,000278-vesselunet-stare.png,background_diabetic_retinopathy
7,61,000278-eswanet-stare.png,background_diabetic_retinopathy
7,68,001041-vesselunet-stare.png,central_retinal_artery_occlusion
7,68,001041-vesselunet-stare.png,central_retinal_vein_occlusion
7,71,001078-laddernet-stare.png,background_diabetic_retinopathy
7,73,001078-vesselunet-stare.png,background_diabetic_retinopathy
8,7,000000-vgan-drive.png,diabetic_retinopathy
8,10,000613-eswanet-drive.png,diabetic_retinopathy
8,21,001614-vesselunet-drive.png,diabetic_retinopathy
8,30,002764-iternet-drive.png,diabetic_retinopathy
8,33,002764-iternet_uni-drive.png,diabetic_retinopathy
8,40,003522-laddernet-drive.png,diabetic_retinopathy
8,41,003522-vesselunet-drive.png,diabetic_retinopathy
8,45,005078-laddernet-drive.png,diabetic_retinopathy
8,47,005078-iternet_uni-drive.png,diabetic_retinopathy
8,48,005078-vgan-drive.png,diabetic_retinopathy
8,49,005078-eswanet-drive.png,diabetic_retinopathy
8,54,000039-eswanet-stare.png,cilio_retinal_artery_occlusion
8,54,000039-eswanet-stare.png,central_retinal_artery_occlusion
8,57,000278-iternet_uni-stare.png,background_diabetic_retinopathy
8,67,001041-vgan-stare.png,central_retinal_artery_occlusion
8,67,001041-vgan-stare.png,central_retinal_vein_occlusion
8,81,001455-laddernet-stare.png,arteriosclerotic_retinopathy
