surveyID,questionID,doctorID,network,dataset,imageName,answer,correctAnswer,correct,certainty
6,48,6,vgan,drive,005078-vgan-drive.png,diabetic_retinopathy,diabetic_retinopathy,True,3
6,82,6,eswanet,stare,001455-eswanet-stare.png,none,arteriosclerotic_retinopathy,False,3
6,69,6,iternet_uni,stare,001041-iternet_uni-stare.png,central_retinal_vein_occlusion,central_retinal_artery_occlusion,False,4
6,51,6,vgan,stare,000039-vgan-stare.png,central_retinal_artery_occlusion,cilio_retinal_artery_occlusion,False,4
6,59,1,iternet,stare,000278-iternet-stare.png,diabetic_retinopathy,background_diabetic_retinopathy,True,4
6,66,1,iternet,stare,001041-iternet-stare.png,central_retinal_vein_occlusion,central_retinal_artery_occlusion,False,4
6,2,1,iternet,drive,000000-iternet-drive.png,background_diabetic_retinopathy,diabetic_retinopathy,True,4
6,38,1,iternet,drive,003522-iternet-drive.png,background_diabetic_retinopathy,diabetic_retinopathy,True,4
6,9,1,vgan,drive,000613-vgan-drive.png,background_diabetic_retinopathy,diabetic_retinopathy,True,3
6,48,1,vgan,drive,005078-vgan-drive.png,background_diabetic_retinopathy,diabetic_retinopathy,True,3
6,82,1,eswanet,stare,001455-eswanet-stare.png,not_applicable,arteriosclerotic_retinopathy,False,4
6,69,1,iternet_uni,stare,001041-iternet_uni-stare.png,diabetic_retinopathy,central_retinal_artery_occlusion,False,5
6,51,1,vgan,stare,000039-vgan-stare.png,not_applicable,cilio_retinal_artery_occlusion,False,4
6,59,5,iternet,stare,000278-iternet-stare.png,central_retinal_vein_occlusion,background_diabetic_retinopathy,False,3
6,66,5,iternet,stare,001041-iternet-stare.png,diabetic_retinopathy,central_retinal_artery_occlusion,False,3
6,2,5,iternet,drive,000000-iternet-drive.png,central_retinal_vein_occlusion,diabetic_retinopathy,False,3
6,38,5,iternet,drive,003522-iternet-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,False,3
6,9,5,vgan,drive,000613-vgan-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,False,3
6,48,5,vgan,drive,005078-vgan-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,False,3
6,82,5,eswanet,stare,001455-eswanet-stare.png,central_retinal_artery_occlusion,arteriosclerotic_retinopathy,False,3
6,69,5,iternet_uni,stare,001041-iternet_uni-stare.png,central_retinal_vein_occlusion,central_retinal_artery_occlusion,False,3
6,51,5,vgan,stare,000039-vgan-stare.png,diabetic_retinopathy,cilio_retinal_artery_occlusion,False,3
6,59,6,iternet,stare,000278-iternet-stare.png,arteriosclerotic_retinopathy,background_diabetic_retinopathy,False,3
6,66,6,iternet,stare,001041-iternet-stare.png,diabetic_retinopathy,central_retinal_artery_occlusion,False,3
6,2,6,iternet,drive,000000-iternet-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,False,3
6,38,6,iternet,drive,003522-iternet-drive.png,diabetic_retinopathy,diabetic_retinopathy,True,3
6,9,6,vgan,drive,000613-vgan-drive.png,none,diabetic_retinopathy,False,3
6,48,6,vgan,drive,005078-vgan-drive.png,diabetic_retinopathy,diabetic_retinopathy,True,3
6,82,6,eswanet,stare,001455-eswanet-stare.png,none,arteriosclerotic_retinopathy,False,3
6,69,6,iternet_uni,stare,001041-iternet_uni-stare.png,central_retinal_vein_occlusion,central_retinal_artery_occlusion,False,4
6,51,6,vgan,stare,000039-vgan-stare.png,central_retinal_artery_occlusion,cilio_retinal_artery_occlusion,False,4
6,59,1,iternet,stare,000278-iternet-stare.png,diabetic_retinopathy,background_diabetic_retinopathy,True,4
6,66,1,iternet,stare,001041-iternet-stare.png,central_retinal_vein_occlusion,central_retinal_artery_occlusion,False,4
6,2,1,iternet,drive,000000-iternet-drive.png,background_diabetic_retinopathy,diabetic_retinopathy,True,4
6,38,1,iternet,drive,003522-iternet-drive.png,background_diabetic_retinopathy,diabetic_retinopathy,True,4
6,9,1,vgan,drive,000613-vgan-drive.png,background_diabetic_retinopathy,diabetic_retinopathy,True,3
6,48,1,vgan,drive,005078-vgan-drive.png,background_diabetic_retinopathy,diabetic_retinopathy,True,3
6,82,1,eswanet,stare,001455-eswanet-stare.png,not_applicable,arteriosclerotic_retinopathy,False,4
6,69,1,iternet_uni,stare,001041-iternet_uni-stare.png,diabetic_retinopathy,central_retinal_artery_occlusion,False,5
6,51,1,vgan,stare,000039-vgan-stare.png,not_applicable,cilio_retinal_artery_occlusion,False,4
6,59,2,iternet,stare,000278-iternet-stare.png,diabetic_retinopathy,background_diabetic_retinopathy,True,3
6,66,2,iternet,stare,001041-iternet-stare.png,central_retinal_vein_occlusion,central_retinal_artery_occlusion,False,4
6,2,2,iternet,drive,000000-iternet-drive.png,cilio_retinal_artery_occlusion,diabetic_retinopathy,False,3
6,38,2,iternet,drive,003522-iternet-drive.png,diabetic_retinopathy,diabetic_retinopathy,True,4
6,9,2,vgan,drive,000613-vgan-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,False,3
6,48,2,vgan,drive,005078-vgan-drive.png,background_diabetic_retinopathy,diabetic_retinopathy,True,3
6,82,2,eswanet,stare,001455-eswanet-stare.png,not_applicable,arteriosclerotic_retinopathy,False,4
6,69,2,iternet_uni,stare,001041-iternet_uni-stare.png,central_retinal_vein_occlusion,central_retinal_artery_occlusion,False,3
6,51,2,vgan,stare,000039-vgan-stare.png,not_applicable,cilio_retinal_artery_occlusion,False,4
6,59,5,iternet,stare,000278-iternet-stare.png,central_retinal_vein_occlusion,background_diabetic_retinopathy,False,3
6,66,5,iternet,stare,001041-iternet-stare.png,diabetic_retinopathy,central_retinal_artery_occlusion,False,3
6,2,5,iternet,drive,000000-iternet-drive.png,central_retinal_vein_occlusion,diabetic_retinopathy,False,3
6,38,5,iternet,drive,003522-iternet-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,False,3
6,9,5,vgan,drive,000613-vgan-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,False,3
6,48,5,vgan,drive,005078-vgan-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,False,3
6,82,5,eswanet,stare,001455-eswanet-stare.png,central_retinal_artery_occlusion,arteriosclerotic_retinopathy,False,3
6,69,5,iternet_uni,stare,001041-iternet_uni-stare.png,central_retinal_vein_occlusion,central_retinal_artery_occlusion,False,3
6,51,5,vgan,stare,000039-vgan-stare.png,diabetic_retinopathy,cilio_retinal_artery_occlusion,False,3
6,59,6,iternet,stare,000278-iternet-stare.png,arteriosclerotic_retinopathy,background_diabetic_retinopathy,False,3
6,66,6,iternet,stare,001041-iternet-stare.png,diabetic_retinopathy,central_retinal_artery_occlusion,False,3
6,2,6,iternet,drive,000000-iternet-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,False,3
6,38,6,iternet,drive,003522-iternet-drive.png,diabetic_retinopathy,diabetic_retinopathy,True,3
6,9,6,vgan,drive,000613-vgan-drive.png,none,diabetic_retinopathy,False,3
6,48,6,vgan,drive,005078-vgan-drive.png,diabetic_retinopathy,diabetic_retinopathy,True,3
6,82,6,eswanet,stare,001455-eswanet-stare.png,none,arteriosclerotic_retinopathy,False,3
6,69,6,iternet_uni,stare,001041-iternet_uni-stare.png,central_retinal_vein_occlusion,central_retinal_artery_occlusion,False,4
6,51,6,vgan,stare,000039-vgan-stare.png,central_retinal_artery_occlusion,cilio_retinal_artery_occlusion,False,4
6,59,1,iternet,stare,000278-iternet-stare.png,diabetic_retinopathy,background_diabetic_retinopathy,True,4
6,66,1,iternet,stare,001041-iternet-stare.png,central_retinal_vein_occlusion,central_retinal_artery_occlusion,False,4
6,2,1,iternet,drive,000000-iternet-drive.png,background_diabetic_retinopathy,diabetic_retinopathy,True,4
6,38,1,iternet,drive,003522-iternet-drive.png,background_diabetic_retinopathy,diabetic_retinopathy,True,4
6,9,1,vgan,drive,000613-vgan-drive.png,background_diabetic_retinopathy,diabetic_retinopathy,True,3
6,48,1,vgan,drive,005078-vgan-drive.png,background_diabetic_retinopathy,diabetic_retinopathy,True,3
6,82,1,eswanet,stare,001455-eswanet-stare.png,not_applicable,arteriosclerotic_retinopathy,False,4
6,69,1,iternet_uni,stare,001041-iternet_uni-stare.png,diabetic_retinopathy,central_retinal_artery_occlusion,False,5
6,51,1,vgan,stare,000039-vgan-stare.png,not_applicable,cilio_retinal_artery_occlusion,False,4
6,59,2,iternet,stare,000278-iternet-stare.png,diabetic_retinopathy,background_diabetic_retinopathy,True,3
6,66,2,iternet,stare,001041-iternet-stare.png,central_retinal_vein_occlusion,central_retinal_artery_occlusion,False,4
6,2,2,iternet,drive,000000-iternet-drive.png,cilio_retinal_artery_occlusion,diabetic_retinopathy,False,3
6,38,2,iternet,drive,003522-iternet-drive.png,diabetic_retinopathy,diabetic_retinopathy,True,4
6,9,2,vgan,drive,000613-vgan-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,False,3
6,48,2,vgan,drive,005078-vgan-drive.png,background_diabetic_retinopathy,diabetic_retinopathy,True,3
6,82,2,eswanet,stare,001455-eswanet-stare.png,not_applicable,arteriosclerotic_retinopathy,False,4
6,69,2,iternet_uni,stare,001041-iternet_uni-stare.png,central_retinal_vein_occlusion,central_retinal_artery_occlusion,False,3
6,51,2,vgan,stare,000039-vgan-stare.png,not_applicable,cilio_retinal_artery_occlusion,False,4
6,59,3,iternet,stare,000278-iternet-stare.png,diabetic_retinopathy,background_diabetic_retinopathy,True,4
6,66,3,iternet,stare,001041-iternet-stare.png,central_retinal_vein_occlusion,central_retinal_artery_occlusion,False,4
6,2,3,iternet,drive,000000-iternet-drive.png,none,diabetic_retinopathy,False,2
6,38,3,iternet,drive,003522-iternet-drive.png,diabetic_retinopathy,diabetic_retinopathy,True,5
6,9,3,vgan,drive,000613-vgan-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,False,4
6,48,3,vgan,drive,005078-vgan-drive.png,background_diabetic_retinopathy,diabetic_retinopathy,True,3
6,82,3,eswanet,stare,001455-eswanet-stare.png,none,arteriosclerotic_retinopathy,False,3
6,69,3,iternet_uni,stare,001041-iternet_uni-stare.png,diabetic_retinopathy,central_retinal_artery_occlusion,False,5
6,51,3,vgan,stare,000039-vgan-stare.png,arteriosclerotic_retinopathy,cilio_retinal_artery_occlusion,False,2
5,41,1,vesselunet,drive,003522-vesselunet-drive.png,not_applicable,diabetic_retinopathy,False,5
5,74,1,iternet_uni,stare,001078-iternet_uni-stare.png,diabetic_retinopathy,background_diabetic_retinopathy,True,5
5,33,1,iternet_uni,drive,002764-iternet_uni-drive.png,background_diabetic_retinopathy,diabetic_retinopathy,True,4
5,23,1,vesselunet,drive,002670-vesselunet-drive.png,not_applicable,diabetic_retinopathy,False,5
5,71,1,laddernet,stare,001078-laddernet-stare.png,background_diabetic_retinopathy,background_diabetic_retinopathy,True,3
5,32,1,vgan,drive,002764-vgan-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,False,3
5,8,1,iternet,drive,000613-iternet-drive.png,none,diabetic_retinopathy,False,4
5,6,1,iternet_uni,drive,000000-iternet_uni-drive.png,background_diabetic_retinopathy,diabetic_retinopathy,True,4
5,54,1,eswanet,stare,000039-eswanet-stare.png,none,cilio_retinal_artery_occlusion,False,4
5,27,1,laddernet,drive,002670-laddernet-drive.png,background_diabetic_retinopathy,diabetic_retinopathy,True,4
5,76,1,saunet,stare,001078-saunet-stare.png,arteriosclerotic_retinopathy,background_diabetic_retinopathy,False,4
5,35,1,laddernet,drive,002764-laddernet-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,False,3
5,84,1,vesselunet,stare,001455-vesselunet-stare.png,none,arteriosclerotic_retinopathy,False,4
5,58,1,laddernet,stare,000278-laddernet-stare.png,none,background_diabetic_retinopathy,False,4
5,11,1,iternet_uni,drive,000613-iternet_uni-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,False,4
5,41,1,vesselunet,drive,003522-vesselunet-drive.png,not_applicable,diabetic_retinopathy,False,5
5,74,1,iternet_uni,stare,001078-iternet_uni-stare.png,diabetic_retinopathy,background_diabetic_retinopathy,True,5
5,33,1,iternet_uni,drive,002764-iternet_uni-drive.png,background_diabetic_retinopathy,diabetic_retinopathy,True,4
5,23,1,vesselunet,drive,002670-vesselunet-drive.png,not_applicable,diabetic_retinopathy,False,5
5,71,1,laddernet,stare,001078-laddernet-stare.png,background_diabetic_retinopathy,background_diabetic_retinopathy,True,3
5,32,1,vgan,drive,002764-vgan-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,False,3
5,8,1,iternet,drive,000613-iternet-drive.png,none,diabetic_retinopathy,False,4
5,6,1,iternet_uni,drive,000000-iternet_uni-drive.png,background_diabetic_retinopathy,diabetic_retinopathy,True,4
5,54,1,eswanet,stare,000039-eswanet-stare.png,none,cilio_retinal_artery_occlusion,False,4
5,27,1,laddernet,drive,002670-laddernet-drive.png,background_diabetic_retinopathy,diabetic_retinopathy,True,4
5,76,1,saunet,stare,001078-saunet-stare.png,arteriosclerotic_retinopathy,background_diabetic_retinopathy,False,4
5,35,1,laddernet,drive,002764-laddernet-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,False,3
5,84,1,vesselunet,stare,001455-vesselunet-stare.png,none,arteriosclerotic_retinopathy,False,4
5,58,1,laddernet,stare,000278-laddernet-stare.png,none,background_diabetic_retinopathy,False,4
5,11,1,iternet_uni,drive,000613-iternet_uni-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,False,4
5,41,2,vesselunet,drive,003522-vesselunet-drive.png,not_applicable,diabetic_retinopathy,False,5
5,74,2,iternet_uni,stare,001078-iternet_uni-stare.png,diabetic_retinopathy,background_diabetic_retinopathy,True,3
5,33,2,iternet_uni,drive,002764-iternet_uni-drive.png,diabetic_retinopathy,diabetic_retinopathy,True,3
5,23,2,vesselunet,drive,002670-vesselunet-drive.png,not_applicable,diabetic_retinopathy,False,5
5,71,2,laddernet,stare,001078-laddernet-stare.png,cilio_retinal_artery_occlusion,background_diabetic_retinopathy,False,2
5,32,2,vgan,drive,002764-vgan-drive.png,diabetic_retinopathy,diabetic_retinopathy,True,4
5,8,2,iternet,drive,000613-iternet-drive.png,cilio_retinal_artery_occlusion,diabetic_retinopathy,False,2
5,6,2,iternet_uni,drive,000000-iternet_uni-drive.png,central_retinal_artery_occlusion,diabetic_retinopathy,False,2
5,54,2,eswanet,stare,000039-eswanet-stare.png,not_applicable,cilio_retinal_artery_occlusion,False,3
5,27,2,laddernet,drive,002670-laddernet-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,False,3
5,76,2,saunet,stare,001078-saunet-stare.png,central_retinal_artery_occlusion,background_diabetic_retinopathy,False,3
5,35,2,laddernet,drive,002764-laddernet-drive.png,diabetic_retinopathy,diabetic_retinopathy,True,3
5,84,2,vesselunet,stare,001455-vesselunet-stare.png,diabetic_retinopathy,arteriosclerotic_retinopathy,False,3
5,58,2,laddernet,stare,000278-laddernet-stare.png,arteriosclerotic_retinopathy,background_diabetic_retinopathy,False,3
5,11,2,iternet_uni,drive,000613-iternet_uni-drive.png,background_diabetic_retinopathy,diabetic_retinopathy,True,2
5,41,1,vesselunet,drive,003522-vesselunet-drive.png,not_applicable,diabetic_retinopathy,False,5
5,74,1,iternet_uni,stare,001078-iternet_uni-stare.png,diabetic_retinopathy,background_diabetic_retinopathy,True,5
5,33,1,iternet_uni,drive,002764-iternet_uni-drive.png,background_diabetic_retinopathy,diabetic_retinopathy,True,4
5,23,1,vesselunet,drive,002670-vesselunet-drive.png,not_applicable,diabetic_retinopathy,False,5
5,71,1,laddernet,stare,001078-laddernet-stare.png,background_diabetic_retinopathy,background_diabetic_retinopathy,True,3
5,32,1,vgan,drive,002764-vgan-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,False,3
5,8,1,iternet,drive,000613-iternet-drive.png,none,diabetic_retinopathy,False,4
5,6,1,iternet_uni,drive,000000-iternet_uni-drive.png,background_diabetic_retinopathy,diabetic_retinopathy,True,4
5,54,1,eswanet,stare,000039-eswanet-stare.png,none,cilio_retinal_artery_occlusion,False,4
5,27,1,laddernet,drive,002670-laddernet-drive.png,background_diabetic_retinopathy,diabetic_retinopathy,True,4
5,76,1,saunet,stare,001078-saunet-stare.png,arteriosclerotic_retinopathy,background_diabetic_retinopathy,False,4
5,35,1,laddernet,drive,002764-laddernet-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,False,3
5,84,1,vesselunet,stare,001455-vesselunet-stare.png,none,arteriosclerotic_retinopathy,False,4
5,58,1,laddernet,stare,000278-laddernet-stare.png,none,background_diabetic_retinopathy,False,4
5,11,1,iternet_uni,drive,000613-iternet_uni-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,False,4
5,41,2,vesselunet,drive,003522-vesselunet-drive.png,not_applicable,diabetic_retinopathy,False,5
5,74,2,iternet_uni,stare,001078-iternet_uni-stare.png,diabetic_retinopathy,background_diabetic_retinopathy,True,3
5,33,2,iternet_uni,drive,002764-iternet_uni-drive.png,diabetic_retinopathy,diabetic_retinopathy,True,3
5,23,2,vesselunet,drive,002670-vesselunet-drive.png,not_applicable,diabetic_retinopathy,False,5
5,71,2,laddernet,stare,001078-laddernet-stare.png,cilio_retinal_artery_occlusion,background_diabetic_retinopathy,False,2
5,32,2,vgan,drive,002764-vgan-drive.png,diabetic_retinopathy,diabetic_retinopathy,True,4
5,8,2,iternet,drive,000613-iternet-drive.png,cilio_retinal_artery_occlusion,diabetic_retinopathy,False,2
5,6,2,iternet_uni,drive,000000-iternet_uni-drive.png,central_retinal_artery_occlusion,diabetic_retinopathy,False,2
5,54,2,eswanet,stare,000039-eswanet-stare.png,not_applicable,cilio_retinal_artery_occlusion,False,3
5,27,2,laddernet,drive,002670-laddernet-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,False,3
5,76,2,saunet,stare,001078-saunet-stare.png,central_retinal_artery_occlusion,background_diabetic_retinopathy,False,3
5,35,2,laddernet,drive,002764-laddernet-drive.png,diabetic_retinopathy,diabetic_retinopathy,True,3
5,84,2,vesselunet,stare,001455-vesselunet-stare.png,diabetic_retinopathy,arteriosclerotic_retinopathy,False,3
5,58,2,laddernet,stare,000278-laddernet-stare.png,arteriosclerotic_retinopathy,background_diabetic_retinopathy,False,3
5,11,2,iternet_uni,drive,000613-iternet_uni-drive.png,background_diabetic_retinopathy,diabetic_retinopathy,True,2
5,41,6,vesselunet,drive,003522-vesselunet-drive.png,none,diabetic_retinopathy,False,4
5,74,6,iternet_uni,stare,001078-iternet_uni-stare.png,diabetic_retinopathy,background_diabetic_retinopathy,True,3
5,33,6,iternet_uni,drive,002764-iternet_uni-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,False,3
5,23,6,vesselunet,drive,002670-vesselunet-drive.png,none,diabetic_retinopathy,False,4
5,71,6,laddernet,stare,001078-laddernet-stare.png,central_retinal_vein_occlusion,background_diabetic_retinopathy,False,3
5,32,6,vgan,drive,002764-vgan-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,False,3
5,8,6,iternet,drive,000613-iternet-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,False,3
5,6,6,iternet_uni,drive,000000-iternet_uni-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,False,3
5,54,6,eswanet,stare,000039-eswanet-stare.png,cilio_retinal_artery_occlusion,cilio_retinal_artery_occlusion,True,3
5,27,6,laddernet,drive,002670-laddernet-drive.png,diabetic_retinopathy,diabetic_retinopathy,True,3
5,76,6,saunet,stare,001078-saunet-stare.png,central_retinal_artery_occlusion,background_diabetic_retinopathy,False,3
5,35,6,laddernet,drive,002764-laddernet-drive.png,background_diabetic_retinopathy,diabetic_retinopathy,True,3
5,84,6,vesselunet,stare,001455-vesselunet-stare.png,none,arteriosclerotic_retinopathy,False,3
5,58,6,laddernet,stare,000278-laddernet-stare.png,arteriosclerotic_retinopathy,background_diabetic_retinopathy,False,3
5,11,6,iternet_uni,drive,000613-iternet_uni-drive.png,diabetic_retinopathy,diabetic_retinopathy,True,3
5,41,1,vesselunet,drive,003522-vesselunet-drive.png,not_applicable,diabetic_retinopathy,False,5
5,74,1,iternet_uni,stare,001078-iternet_uni-stare.png,diabetic_retinopathy,background_diabetic_retinopathy,True,5
5,33,1,iternet_uni,drive,002764-iternet_uni-drive.png,background_diabetic_retinopathy,diabetic_retinopathy,True,4
5,23,1,vesselunet,drive,002670-vesselunet-drive.png,not_applicable,diabetic_retinopathy,False,5
5,71,1,laddernet,stare,001078-laddernet-stare.png,background_diabetic_retinopathy,background_diabetic_retinopathy,True,3
5,32,1,vgan,drive,002764-vgan-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,False,3
5,8,1,iternet,drive,000613-iternet-drive.png,none,diabetic_retinopathy,False,4
5,6,1,iternet_uni,drive,000000-iternet_uni-drive.png,background_diabetic_retinopathy,diabetic_retinopathy,True,4
5,54,1,eswanet,stare,000039-eswanet-stare.png,none,cilio_retinal_artery_occlusion,False,4
5,27,1,laddernet,drive,002670-laddernet-drive.png,background_diabetic_retinopathy,diabetic_retinopathy,True,4
5,76,1,saunet,stare,001078-saunet-stare.png,arteriosclerotic_retinopathy,background_diabetic_retinopathy,False,4
5,35,1,laddernet,drive,002764-laddernet-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,False,3
5,84,1,vesselunet,stare,001455-vesselunet-stare.png,none,arteriosclerotic_retinopathy,False,4
5,58,1,laddernet,stare,000278-laddernet-stare.png,none,background_diabetic_retinopathy,False,4
5,11,1,iternet_uni,drive,000613-iternet_uni-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,False,4
5,41,2,vesselunet,drive,003522-vesselunet-drive.png,not_applicable,diabetic_retinopathy,False,5
5,74,2,iternet_uni,stare,001078-iternet_uni-stare.png,diabetic_retinopathy,background_diabetic_retinopathy,True,3
5,33,2,iternet_uni,drive,002764-iternet_uni-drive.png,diabetic_retinopathy,diabetic_retinopathy,True,3
5,23,2,vesselunet,drive,002670-vesselunet-drive.png,not_applicable,diabetic_retinopathy,False,5
5,71,2,laddernet,stare,001078-laddernet-stare.png,cilio_retinal_artery_occlusion,background_diabetic_retinopathy,False,2
5,32,2,vgan,drive,002764-vgan-drive.png,diabetic_retinopathy,diabetic_retinopathy,True,4
5,8,2,iternet,drive,000613-iternet-drive.png,cilio_retinal_artery_occlusion,diabetic_retinopathy,False,2
5,6,2,iternet_uni,drive,000000-iternet_uni-drive.png,central_retinal_artery_occlusion,diabetic_retinopathy,False,2
5,54,2,eswanet,stare,000039-eswanet-stare.png,not_applicable,cilio_retinal_artery_occlusion,False,3
5,27,2,laddernet,drive,002670-laddernet-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,False,3
5,76,2,saunet,stare,001078-saunet-stare.png,central_retinal_artery_occlusion,background_diabetic_retinopathy,False,3
5,35,2,laddernet,drive,002764-laddernet-drive.png,diabetic_retinopathy,diabetic_retinopathy,True,3
5,84,2,vesselunet,stare,001455-vesselunet-stare.png,diabetic_retinopathy,arteriosclerotic_retinopathy,False,3
5,58,2,laddernet,stare,000278-laddernet-stare.png,arteriosclerotic_retinopathy,background_diabetic_retinopathy,False,3
