id,filename,dataset,type,disease_token
94,002401-vgan-chase.png,CHASE,segmap,normal
95,002405-eswanet-chase.png,CHASE,segmap,normal
96,001197-iternet_uni-chase.png,CHASE,segmap,normal
97,002361-vgan-chase.png,CHASE,segmap,normal
98,002361-iternet-chase.png,CHASE,segmap,normal
99,002363-iternet_uni-chase.png,CHASE,segmap,normal
100,002379-vgan-chase.png,CHASE,segmap,normal
101,001185-iternet_uni-chase.png,CHASE,segmap,normal
102,000007-eswanet-chase.png,CHASE,segmap,normal
103,003552-iternet-chase.png,CHASE,segmap,normal
104,001185-unet-chase.png,CHASE,segmap,normal
105,002405-laddernet-chase.png,CHASE,segmap,normal
106,001094-unet-chase.png,CHASE,segmap,normal
107,002391-unet-chase.png,CHASE,segmap,normal
108,002405-iternet_uni-chase.png,CHASE,segmap,normal
109,000006-iternet-chase.png,CHASE,segmap,normal
110,001094-vesselunet-chase.png,CHASE,segmap,normal
111,001202-laddernet-chase.png,CHASE,segmap,normal
112,002363-saunet-chase.png,CHASE,segmap,normal
113,003552-vgan-chase.png,CHASE,segmap,normal
114,001187-iternet-chase.png,CHASE,segmap,normal
115,001094-laddernet-chase.png,CHASE,segmap,normal
116,002405-unet-chase.png,CHASE,segmap,normal
117,000000-unet-chase.png,CHASE,segmap,normal
118,002363-vesselunet-chase.png,CHASE,segmap,normal
119,001197-vesselunet-chase.png,CHASE,segmap,normal
120,000762-vesselunet-chase.png,CHASE,segmap,normal
121,002361-saunet-chase.png,CHASE,segmap,normal
122,000002-laddernet-chase.png,CHASE,segmap,normal
123,002405-iternet-chase.png,CHASE,segmap,normal
124,003569-saunet-chase.png,CHASE,segmap,normal
125,001187-unet-chase.png,CHASE,segmap,normal
126,002361-unet-chase.png,CHASE,segmap,normal
127,000004-laddernet-chase.png,CHASE,segmap,normal
128,003131-saunet-chase.png,CHASE,segmap,normal
129,001691-unet-chase.png,CHASE,segmap,normal
130,000004-unet-chase.png,CHASE,segmap,normal
131,002363-unet-chase.png,CHASE,segmap,normal
132,000001-eswanet-chase.png,CHASE,segmap,normal
133,002401-iternet_uni-chase.png,CHASE,segmap,normal
134,003552-saunet-chase.png,CHASE,segmap,normal
135,000007-iternet_uni-chase.png,CHASE,segmap,normal
136,003569-vesselunet-chase.png,CHASE,segmap,normal
137,000006-saunet-chase.png,CHASE,segmap,normal
138,002379-eswanet-chase.png,CHASE,segmap,normal
139,001094-eswanet-chase.png,CHASE,segmap,normal
140,003552-eswanet-chase.png,CHASE,segmap,normal
141,001197-saunet-chase.png,CHASE,segmap,normal
142,000004-eswanet-chase.png,CHASE,segmap,normal
143,002391-laddernet-chase.png,CHASE,segmap,normal
144,001185-saunet-chase.png,CHASE,segmap,normal
145,000002-vgan-chase.png,CHASE,segmap,normal
146,001189-vgan-chase.png,CHASE,segmap,normal
147,001185-laddernet-chase.png,CHASE,segmap,normal
148,002401-laddernet-chase.png,CHASE,segmap,normal
149,000002-iternet-chase.png,CHASE,segmap,normal
150,003569-vgan-chase.png,CHASE,segmap,normal
151,001202-unet-chase.png,CHASE,segmap,normal
152,002381-saunet-chase.png,CHASE,segmap,normal
153,000000-iternet-chase.png,CHASE,segmap,normal
154,003131-vesselunet-chase.png,CHASE,segmap,normal
155,002391-vgan-chase.png,CHASE,segmap,normal
156,000762-eswanet-chase.png,CHASE,segmap,normal
157,003569-laddernet-chase.png,CHASE,segmap,normal
158,002381-iternet-chase.png,CHASE,segmap,normal
159,000004-iternet_uni-chase.png,CHASE,segmap,normal
160,002363-iternet-chase.png,CHASE,segmap,normal
161,003131-eswanet-chase.png,CHASE,segmap,normal
162,003131-unet-chase.png,CHASE,segmap,normal
163,000007-unet-chase.png,CHASE,segmap,normal
164,001185-iternet-chase.png,CHASE,segmap,normal
165,001202-iternet-chase.png,CHASE,segmap,normal
166,000004-iternet-chase.png,CHASE,segmap,normal
167,002379-saunet-chase.png,CHASE,segmap,normal
168,002379-laddernet-chase.png,CHASE,segmap,normal
169,001185-eswanet-chase.png,CHASE,segmap,normal
170,000006-iternet_uni-chase.png,CHASE,segmap,normal
171,001187-laddernet-chase.png,CHASE,segmap,normal
172,001691-saunet-chase.png,CHASE,segmap,normal
173,001189-laddernet-chase.png,CHASE,segmap,normal
174,001691-iternet_uni-chase.png,CHASE,segmap,normal
175,000003-laddernet-chase.png,CHASE,segmap,normal
176,002361-iternet_uni-chase.png,CHASE,segmap,normal
177,000762-vgan-chase.png,CHASE,segmap,normal
178,000001-vesselunet-chase.png,CHASE,segmap,normal
179,002391-saunet-chase.png,CHASE,segmap,normal
180,002381-iternet_uni-chase.png,CHASE,segmap,normal
181,001691-eswanet-chase.png,CHASE,segmap,normal
182,002381-unet-chase.png,CHASE,segmap,normal
183,002379-iternet_uni-chase.png,CHASE,segmap,normal
184,002391-iternet-chase.png,CHASE,segmap,normal
185,001197-iternet-chase.png,CHASE,segmap,normal
186,003131-laddernet-chase.png,CHASE,segmap,normal
187,002363-vgan-chase.png,CHASE,segmap,normal
188,001094-saunet-chase.png,CHASE,segmap,normal
189,000001-iternet-chase.png,CHASE,segmap,normal
190,000002-saunet-chase.png,CHASE,segmap,normal
191,001691-vesselunet-chase.png,CHASE,segmap,normal
192,002391-eswanet-chase.png,CHASE,segmap,normal
193,000006-eswanet-chase.png,CHASE,segmap,normal
194,001189-eswanet-chase.png,CHASE,segmap,normal
195,003131-iternet_uni-chase.png,CHASE,segmap,normal
196,000000-iternet_uni-chase.png,CHASE,segmap,normal
197,002405-vgan-chase.png,CHASE,segmap,normal
198,003569-eswanet-chase.png,CHASE,segmap,normal
199,000002-vesselunet-chase.png,CHASE,segmap,normal
200,002391-vesselunet-chase.png,CHASE,segmap,normal
201,000003-iternet_uni-chase.png,CHASE,segmap,normal
202,000000-vgan-chase.png,CHASE,segmap,normal
203,000001-vgan-chase.png,CHASE,segmap,normal
204,001185-vesselunet-chase.png,CHASE,segmap,normal
205,002363-laddernet-chase.png,CHASE,segmap,normal
206,001691-vgan-chase.png,CHASE,segmap,normal
207,001187-iternet_uni-chase.png,CHASE,segmap,normal
208,000003-iternet-chase.png,CHASE,segmap,normal
209,001691-laddernet-chase.png,CHASE,segmap,normal
210,000006-laddernet-chase.png,CHASE,segmap,normal
211,002379-iternet-chase.png,CHASE,segmap,normal
212,000001-laddernet-chase.png,CHASE,segmap,normal
213,001202-eswanet-chase.png,CHASE,segmap,normal
214,000762-laddernet-chase.png,CHASE,segmap,normal
215,002361-vesselunet-chase.png,CHASE,segmap,normal
216,002405-saunet-chase.png,CHASE,segmap,normal
217,001189-vesselunet-chase.png,CHASE,segmap,normal
218,000000-laddernet-chase.png,CHASE,segmap,normal
219,000002-eswanet-chase.png,CHASE,segmap,normal
220,003131-vgan-chase.png,CHASE,segmap,normal
221,001197-unet-chase.png,CHASE,segmap,normal
222,003569-iternet-chase.png,CHASE,segmap,normal
223,001202-vesselunet-chase.png,CHASE,segmap,normal
224,000007-iternet-chase.png,CHASE,segmap,normal
225,000007-laddernet-chase.png,CHASE,segmap,normal
272,002764-vesselunet-drive.png,DRIVE,segmap,background_diabetic_retinopathy
273,002764-iternet-drive.png,DRIVE,segmap,background_diabetic_retinopathy
274,002764-eswanet-drive.png,DRIVE,segmap,background_diabetic_retinopathy
275,002764-vgan-drive.png,DRIVE,segmap,background_diabetic_retinopathy
276,002764-iternet_uni-drive.png,DRIVE,segmap,background_diabetic_retinopathy
277,002764-saunet-drive.png,DRIVE,segmap,background_diabetic_retinopathy
278,002764-unet-drive.png,DRIVE,segmap,background_diabetic_retinopathy
279,002764-laddernet-drive.png,DRIVE,segmap,background_diabetic_retinopathy
280,000613-iternet-drive.png,DRIVE,segmap,background_diabetic_retinopathy
281,000613-vgan-drive.png,DRIVE,segmap,background_diabetic_retinopathy
282,000613-eswanet-drive.png,DRIVE,segmap,background_diabetic_retinopathy
283,000613-iternet_uni-drive.png,DRIVE,segmap,background_diabetic_retinopathy
284,000613-laddernet-drive.png,DRIVE,segmap,background_diabetic_retinopathy
285,000613-vesselunet-drive.png,DRIVE,segmap,background_diabetic_retinopathy
286,000613-unet-drive.png,DRIVE,segmap,background_diabetic_retinopathy
287,000613-saunet-drive.png,DRIVE,segmap,background_diabetic_retinopathy
288,000000-laddernet-drive.png,DRIVE,segmap,background_diabetic_retinopathy
289,000000-iternet-drive.png,DRIVE,segmap,background_diabetic_retinopathy
290,000000-vesselunet-drive.png,DRIVE,segmap,background_diabetic_retinopathy
291,000000-eswanet-drive.png,DRIVE,segmap,background_diabetic_retinopathy
292,000000-saunet-drive.png,DRIVE,segmap,background_diabetic_retinopathy
293,000000-unet-drive.png,DRIVE,segmap,background_diabetic_retinopathy
294,000000-iternet_uni-drive.png,DRIVE,segmap,background_diabetic_retinopathy
295,000000-vgan-drive.png,DRIVE,segmap,background_diabetic_retinopathy
296,005078-saunet-drive.png,DRIVE,segmap,background_diabetic_retinopathy
297,005078-vesselunet-drive.png,DRIVE,segmap,background_diabetic_retinopathy
298,005078-laddernet-drive.png,DRIVE,segmap,background_diabetic_retinopathy
299,005078-iternet-drive.png,DRIVE,segmap,background_diabetic_retinopathy
300,005078-unet-drive.png,DRIVE,segmap,background_diabetic_retinopathy
301,005078-iternet_uni-drive.png,DRIVE,segmap,background_diabetic_retinopathy
302,005078-vgan-drive.png,DRIVE,segmap,background_diabetic_retinopathy
303,005078-eswanet-drive.png,DRIVE,segmap,background_diabetic_retinopathy
304,001614-iternet_uni-drive.png,DRIVE,segmap,background_diabetic_retinopathy
305,001614-eswanet-drive.png,DRIVE,segmap,background_diabetic_retinopathy
306,001614-iternet-drive.png,DRIVE,segmap,background_diabetic_retinopathy
307,001614-saunet-drive.png,DRIVE,segmap,background_diabetic_retinopathy
308,001614-unet-drive.png,DRIVE,segmap,background_diabetic_retinopathy
309,001614-vgan-drive.png,DRIVE,segmap,background_diabetic_retinopathy
310,001614-laddernet-drive.png,DRIVE,segmap,background_diabetic_retinopathy
311,001614-vesselunet-drive.png,DRIVE,segmap,background_diabetic_retinopathy
312,003522-iternet_uni-drive.png,DRIVE,segmap,background_diabetic_retinopathy
313,003522-vgan-drive.png,DRIVE,segmap,background_diabetic_retinopathy
314,003522-iternet-drive.png,DRIVE,segmap,background_diabetic_retinopathy
315,003522-saunet-drive.png,DRIVE,segmap,background_diabetic_retinopathy
316,003522-laddernet-drive.png,DRIVE,segmap,background_diabetic_retinopathy
317,003522-vesselunet-drive.png,DRIVE,segmap,background_diabetic_retinopathy
318,003522-eswanet-drive.png,DRIVE,segmap,background_diabetic_retinopathy
319,003522-unet-drive.png,DRIVE,segmap,background_diabetic_retinopathy
320,002670-saunet-drive.png,DRIVE,segmap,background_diabetic_retinopathy
321,002670-vesselunet-drive.png,DRIVE,segmap,background_diabetic_retinopathy
322,002670-unet-drive.png,DRIVE,segmap,background_diabetic_retinopathy
323,002670-iternet-drive.png,DRIVE,segmap,background_diabetic_retinopathy
324,002670-iternet_uni-drive.png,DRIVE,segmap,background_diabetic_retinopathy
325,002670-vgan-drive.png,DRIVE,segmap,background_diabetic_retinopathy
326,002670-laddernet-drive.png,DRIVE,segmap,background_diabetic_retinopathy
327,002670-eswanet-drive.png,DRIVE,segmap,background_diabetic_retinopathy
328,003654-iternet-drive.png,DRIVE,segmap,normal
329,002680-iternet-drive.png,DRIVE,segmap,normal
330,004776-saunet-drive.png,DRIVE,segmap,normal
331,002409-eswanet-drive.png,DRIVE,segmap,normal
332,000001-iternet_uni-drive.png,DRIVE,segmap,normal
333,002354-eswanet-drive.png,DRIVE,segmap,normal
334,004036-eswanet-drive.png,DRIVE,segmap,normal
335,002354-unet-drive.png,DRIVE,segmap,normal
336,002367-iternet_uni-drive.png,DRIVE,segmap,normal
337,004264-eswanet-drive.png,DRIVE,segmap,normal
338,003945-eswanet-drive.png,DRIVE,segmap,normal
339,001194-iternet_uni-drive.png,DRIVE,segmap,normal
340,002367-iternet-drive.png,DRIVE,segmap,normal
341,004111-unet-drive.png,DRIVE,segmap,normal
342,000633-unet-drive.png,DRIVE,segmap,normal
343,003597-vesselunet-drive.png,DRIVE,segmap,normal
344,002354-iternet-drive.png,DRIVE,segmap,normal
345,005050-iternet_uni-drive.png,DRIVE,segmap,normal
346,001210-iternet_uni-drive.png,DRIVE,segmap,normal
347,003944-iternet_uni-drive.png,DRIVE,segmap,normal
348,003597-unet-drive.png,DRIVE,segmap,normal
349,000819-eswanet-drive.png,DRIVE,segmap,normal
350,004036-laddernet-drive.png,DRIVE,segmap,normal
351,001304-saunet-drive.png,DRIVE,segmap,normal
352,000819-saunet-drive.png,DRIVE,segmap,normal
353,000633-vgan-drive.png,DRIVE,segmap,normal
354,005050-vgan-drive.png,DRIVE,segmap,normal
355,000633-iternet_uni-drive.png,DRIVE,segmap,normal
356,001210-saunet-drive.png,DRIVE,segmap,normal
357,003654-saunet-drive.png,DRIVE,segmap,normal
358,003597-eswanet-drive.png,DRIVE,segmap,normal
359,004264-saunet-drive.png,DRIVE,segmap,normal
360,002409-saunet-drive.png,DRIVE,segmap,normal
361,001210-unet-drive.png,DRIVE,segmap,normal
362,005077-vesselunet-drive.png,DRIVE,segmap,normal
363,005077-iternet_uni-drive.png,DRIVE,segmap,normal
364,004264-vgan-drive.png,DRIVE,segmap,normal
365,003654-unet-drive.png,DRIVE,segmap,normal
366,004111-iternet_uni-drive.png,DRIVE,segmap,normal
367,000001-saunet-drive.png,DRIVE,segmap,normal
368,004111-iternet-drive.png,DRIVE,segmap,normal
369,000001-vesselunet-drive.png,DRIVE,segmap,normal
370,005050-vesselunet-drive.png,DRIVE,segmap,normal
371,001304-unet-drive.png,DRIVE,segmap,normal
372,001210-eswanet-drive.png,DRIVE,segmap,normal
373,001549-vgan-drive.png,DRIVE,segmap,normal
374,003944-laddernet-drive.png,DRIVE,segmap,normal
375,003944-unet-drive.png,DRIVE,segmap,normal
376,001194-laddernet-drive.png,DRIVE,segmap,normal
377,002680-iternet_uni-drive.png,DRIVE,segmap,normal
378,003597-saunet-drive.png,DRIVE,segmap,normal
379,000633-iternet-drive.png,DRIVE,segmap,normal
380,000819-vgan-drive.png,DRIVE,segmap,normal
381,005077-unet-drive.png,DRIVE,segmap,normal
382,005077-laddernet-drive.png,DRIVE,segmap,normal
383,003654-laddernet-drive.png,DRIVE,segmap,normal
384,000819-laddernet-drive.png,DRIVE,segmap,normal
385,003945-vesselunet-drive.png,DRIVE,segmap,normal
386,001210-laddernet-drive.png,DRIVE,segmap,normal
387,003537-iternet_uni-drive.png,DRIVE,segmap,normal
388,002680-eswanet-drive.png,DRIVE,segmap,normal
389,002680-laddernet-drive.png,DRIVE,segmap,normal
390,001304-iternet-drive.png,DRIVE,segmap,normal
391,000001-vgan-drive.png,DRIVE,segmap,normal
392,001549-iternet-drive.png,DRIVE,segmap,normal
393,000348-unet-drive.png,DRIVE,segmap,normal
394,002354-vesselunet-drive.png,DRIVE,segmap,normal
395,004776-vesselunet-drive.png,DRIVE,segmap,normal
396,004264-iternet-drive.png,DRIVE,segmap,normal
397,004264-vesselunet-drive.png,DRIVE,segmap,normal
398,002409-iternet_uni-drive.png,DRIVE,segmap,normal
399,000348-iternet_uni-drive.png,DRIVE,segmap,normal
400,001304-vgan-drive.png,DRIVE,segmap,normal
401,004036-vgan-drive.png,DRIVE,segmap,normal
402,005077-vgan-drive.png,DRIVE,segmap,normal
403,005050-eswanet-drive.png,DRIVE,segmap,normal
404,003944-vesselunet-drive.png,DRIVE,segmap,normal
405,004776-laddernet-drive.png,DRIVE,segmap,normal
406,002745-iternet_uni-drive.png,DRIVE,segmap,normal
407,004776-iternet-drive.png,DRIVE,segmap,normal
408,003553-eswanet-drive.png,DRIVE,segmap,normal
409,002409-unet-drive.png,DRIVE,segmap,normal
410,001304-laddernet-drive.png,DRIVE,segmap,normal
411,003944-vgan-drive.png,DRIVE,segmap,normal
412,003537-vesselunet-drive.png,DRIVE,segmap,normal
413,004264-laddernet-drive.png,DRIVE,segmap,normal
414,002680-saunet-drive.png,DRIVE,segmap,normal
415,002745-iternet-drive.png,DRIVE,segmap,normal
416,005118-unet-drive.png,DRIVE,segmap,normal
417,004111-eswanet-drive.png,DRIVE,segmap,normal
418,001549-laddernet-drive.png,DRIVE,segmap,normal
419,002409-laddernet-drive.png,DRIVE,segmap,normal
420,005050-laddernet-drive.png,DRIVE,segmap,normal
421,001194-saunet-drive.png,DRIVE,segmap,normal
422,003945-iternet_uni-drive.png,DRIVE,segmap,normal
423,004776-vgan-drive.png,DRIVE,segmap,normal
424,002367-vgan-drive.png,DRIVE,segmap,normal
425,003553-vesselunet-drive.png,DRIVE,segmap,normal
426,004776-iternet_uni-drive.png,DRIVE,segmap,normal
427,004111-vesselunet-drive.png,DRIVE,segmap,normal
428,003945-unet-drive.png,DRIVE,segmap,normal
429,001304-eswanet-drive.png,DRIVE,segmap,normal
430,000348-laddernet-drive.png,DRIVE,segmap,normal
431,005118-vgan-drive.png,DRIVE,segmap,normal
432,003597-vgan-drive.png,DRIVE,segmap,normal
433,003597-iternet_uni-drive.png,DRIVE,segmap,normal
434,002354-laddernet-drive.png,DRIVE,segmap,normal
435,000348-eswanet-drive.png,DRIVE,segmap,normal
436,001194-eswanet-drive.png,DRIVE,segmap,normal
437,004036-iternet-drive.png,DRIVE,segmap,normal
438,004111-vgan-drive.png,DRIVE,segmap,normal
439,004264-unet-drive.png,DRIVE,segmap,normal
440,001549-unet-drive.png,DRIVE,segmap,normal
441,005050-saunet-drive.png,DRIVE,segmap,normal
442,000348-vesselunet-drive.png,DRIVE,segmap,normal
443,003537-eswanet-drive.png,DRIVE,segmap,normal
444,005118-vesselunet-drive.png,DRIVE,segmap,normal
445,002367-unet-drive.png,DRIVE,segmap,normal
446,000633-saunet-drive.png,DRIVE,segmap,normal
447,004036-iternet_uni-drive.png,DRIVE,segmap,normal
448,002745-vgan-drive.png,DRIVE,segmap,normal
449,004111-laddernet-drive.png,DRIVE,segmap,normal
450,002367-eswanet-drive.png,DRIVE,segmap,normal
451,002354-vgan-drive.png,DRIVE,segmap,normal
452,001304-vesselunet-drive.png,DRIVE,segmap,normal
453,003553-vgan-drive.png,DRIVE,segmap,normal
454,002745-laddernet-drive.png,DRIVE,segmap,normal
455,002367-vesselunet-drive.png,DRIVE,segmap,normal
456,002680-vesselunet-drive.png,DRIVE,segmap,normal
457,005118-eswanet-drive.png,DRIVE,segmap,normal
458,002409-vesselunet-drive.png,DRIVE,segmap,normal
459,003537-saunet-drive.png,DRIVE,segmap,normal
460,002745-unet-drive.png,DRIVE,segmap,normal
461,004036-saunet-drive.png,DRIVE,segmap,normal
462,000001-laddernet-drive.png,DRIVE,segmap,normal
463,002354-saunet-drive.png,DRIVE,segmap,normal
464,001549-vesselunet-drive.png,DRIVE,segmap,normal
465,003553-iternet-drive.png,DRIVE,segmap,normal
466,001194-vesselunet-drive.png,DRIVE,segmap,normal
467,002745-eswanet-drive.png,DRIVE,segmap,normal
468,002680-unet-drive.png,DRIVE,segmap,normal
469,003945-laddernet-drive.png,DRIVE,segmap,normal
470,002367-laddernet-drive.png,DRIVE,segmap,normal
471,003537-vgan-drive.png,DRIVE,segmap,normal
472,003944-eswanet-drive.png,DRIVE,segmap,normal
473,005050-unet-drive.png,DRIVE,segmap,normal
474,004776-eswanet-drive.png,DRIVE,segmap,normal
475,000633-vesselunet-drive.png,DRIVE,segmap,normal
476,003597-iternet-drive.png,DRIVE,segmap,normal
477,004036-unet-drive.png,DRIVE,segmap,normal
478,005118-iternet_uni-drive.png,DRIVE,segmap,normal
479,003553-unet-drive.png,DRIVE,segmap,normal
480,005118-iternet-drive.png,DRIVE,segmap,normal
481,005050-iternet-drive.png,DRIVE,segmap,normal
482,003597-laddernet-drive.png,DRIVE,segmap,normal
483,003553-saunet-drive.png,DRIVE,segmap,normal
484,003537-laddernet-drive.png,DRIVE,segmap,normal
485,002354-iternet_uni-drive.png,DRIVE,segmap,normal
486,004264-iternet_uni-drive.png,DRIVE,segmap,normal
487,000633-laddernet-drive.png,DRIVE,segmap,normal
488,003553-iternet_uni-drive.png,DRIVE,segmap,normal
489,005077-eswanet-drive.png,DRIVE,segmap,normal
490,000819-iternet_uni-drive.png,DRIVE,segmap,normal
491,000819-vesselunet-drive.png,DRIVE,segmap,normal
492,002367-saunet-drive.png,DRIVE,segmap,normal
493,000633-eswanet-drive.png,DRIVE,segmap,normal
494,000348-iternet-drive.png,DRIVE,segmap,normal
495,003537-unet-drive.png,DRIVE,segmap,normal
496,003944-saunet-drive.png,DRIVE,segmap,normal
497,003654-vesselunet-drive.png,DRIVE,segmap,normal
498,001210-iternet-drive.png,DRIVE,segmap,normal
499,003537-iternet-drive.png,DRIVE,segmap,normal
500,000001-unet-drive.png,DRIVE,segmap,normal
501,004036-vesselunet-drive.png,DRIVE,segmap,normal
502,001549-iternet_uni-drive.png,DRIVE,segmap,normal
503,001210-vesselunet-drive.png,DRIVE,segmap,normal
504,000348-vgan-drive.png,DRIVE,segmap,normal
505,001304-iternet_uni-drive.png,DRIVE,segmap,normal
506,005077-iternet-drive.png,DRIVE,segmap,normal
507,002745-saunet-drive.png,DRIVE,segmap,normal
508,004776-unet-drive.png,DRIVE,segmap,normal
509,000001-eswanet-drive.png,DRIVE,segmap,normal
510,001549-eswanet-drive.png,DRIVE,segmap,normal
511,003945-saunet-drive.png,DRIVE,segmap,normal
512,001194-unet-drive.png,DRIVE,segmap,normal
513,001210-vgan-drive.png,DRIVE,segmap,normal
514,002745-vesselunet-drive.png,DRIVE,segmap,normal
515,002409-iternet-drive.png,DRIVE,segmap,normal
516,005118-saunet-drive.png,DRIVE,segmap,normal
517,001549-saunet-drive.png,DRIVE,segmap,normal
518,001194-iternet-drive.png,DRIVE,segmap,normal
519,003945-vgan-drive.png,DRIVE,segmap,normal
520,000001-iternet-drive.png,DRIVE,segmap,normal
521,003654-iternet_uni-drive.png,DRIVE,segmap,normal
522,003654-eswanet-drive.png,DRIVE,segmap,normal
523,000348-saunet-drive.png,DRIVE,segmap,normal
524,001194-vgan-drive.png,DRIVE,segmap,normal
525,004111-saunet-drive.png,DRIVE,segmap,normal
526,002409-vgan-drive.png,DRIVE,segmap,normal
527,005077-saunet-drive.png,DRIVE,segmap,normal
528,003654-vgan-drive.png,DRIVE,segmap,normal
529,003553-laddernet-drive.png,DRIVE,segmap,normal
530,005118-laddernet-drive.png,DRIVE,segmap,normal
531,000819-iternet-drive.png,DRIVE,segmap,normal
532,003945-iternet-drive.png,DRIVE,segmap,normal
533,002680-vgan-drive.png,DRIVE,segmap,normal
534,003944-iternet-drive.png,DRIVE,segmap,normal
535,000819-unet-drive.png,DRIVE,segmap,normal
