surveyID,surveyType,questionID,doctorID,network,dataset,imageName,answer,correctAnswers,correct,certainty
6,regular,51,5,vgan,stare,000039-vgan-stare.png,diabetic_retinopathy,"cilio_retinal_artery_occlusion,central_retinal_artery_occlusion",-1,3
6,regular,59,6,iternet,stare,000278-iternet-stare.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,3
6,regular,66,6,iternet,stare,001041-iternet-stare.png,diabetic_retinopathy,"central_retinal_artery_occlusion,central_retinal_vein_occlusion",-1,3
6,regular,2,6,iternet,drive,000000-iternet-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,3
6,regular,38,6,iternet,drive,003522-iternet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3
6,regular,9,6,vgan,drive,000613-vgan-drive.png,none,diabetic_retinopathy,-1,3
6,regular,48,6,vgan,drive,005078-vgan-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3
6,regular,82,6,eswanet,stare,001455-eswanet-stare.png,none,arteriosclerotic_retinopathy,-1,3
6,regular,69,6,iternet_uni,stare,001041-iternet_uni-stare.png,central_retinal_vein_occlusion,"central_retinal_artery_occlusion,central_retinal_vein_occlusion",1,4
6,regular,51,6,vgan,stare,000039-vgan-stare.png,central_retinal_artery_occlusion,"cilio_retinal_artery_occlusion,central_retinal_artery_occlusion",1,4
6,regular,59,1,iternet,stare,000278-iternet-stare.png,diabetic_retinopathy,diabetic_retinopathy,1,4
6,regular,66,1,iternet,stare,001041-iternet-stare.png,central_retinal_vein_occlusion,"central_retinal_artery_occlusion,central_retinal_vein_occlusion",1,4
6,regular,2,1,iternet,drive,000000-iternet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,4
6,regular,38,1,iternet,drive,003522-iternet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,4
6,regular,9,1,vgan,drive,000613-vgan-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3
6,regular,48,1,vgan,drive,005078-vgan-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3
6,regular,82,1,eswanet,stare,001455-eswanet-stare.png,not_applicable,arteriosclerotic_retinopathy,0,4
6,regular,69,1,iternet_uni,stare,001041-iternet_uni-stare.png,diabetic_retinopathy,"central_retinal_artery_occlusion,central_retinal_vein_occlusion",-1,5
6,regular,51,1,vgan,stare,000039-vgan-stare.png,not_applicable,"cilio_retinal_artery_occlusion,central_retinal_artery_occlusion",0,4
6,regular,59,2,iternet,stare,000278-iternet-stare.png,diabetic_retinopathy,diabetic_retinopathy,1,3
6,regular,66,2,iternet,stare,001041-iternet-stare.png,central_retinal_vein_occlusion,"central_retinal_artery_occlusion,central_retinal_vein_occlusion",1,4
6,regular,2,2,iternet,drive,000000-iternet-drive.png,cilio_retinal_artery_occlusion,diabetic_retinopathy,-1,3
6,regular,38,2,iternet,drive,003522-iternet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,4
6,regular,9,2,vgan,drive,000613-vgan-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,3
6,regular,48,2,vgan,drive,005078-vgan-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3
6,regular,82,2,eswanet,stare,001455-eswanet-stare.png,not_applicable,arteriosclerotic_retinopathy,0,4
6,regular,69,2,iternet_uni,stare,001041-iternet_uni-stare.png,central_retinal_vein_occlusion,"central_retinal_artery_occlusion,central_retinal_vein_occlusion",1,3
6,regular,51,2,vgan,stare,000039-vgan-stare.png,not_applicable,"cilio_retinal_artery_occlusion,central_retinal_artery_occlusion",0,4
6,regular,59,5,iternet,stare,000278-iternet-stare.png,central_retinal_vein_occlusion,diabetic_retinopathy,-1,3
6,regular,66,5,iternet,stare,001041-iternet-stare.png,diabetic_retinopathy,"central_retinal_artery_occlusion,central_retinal_vein_occlusion",-1,3
6,regular,2,5,iternet,drive,000000-iternet-drive.png,central_retinal_vein_occlusion,diabetic_retinopathy,-1,3
6,regular,38,5,iternet,drive,003522-iternet-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,3
6,regular,9,5,vgan,drive,000613-vgan-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,3
6,regular,48,5,vgan,drive,005078-vgan-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,3
6,regular,82,5,eswanet,stare,001455-eswanet-stare.png,central_retinal_artery_occlusion,arteriosclerotic_retinopathy,-1,3
6,regular,69,5,iternet_uni,stare,001041-iternet_uni-stare.png,central_retinal_vein_occlusion,"central_retinal_artery_occlusion,central_retinal_vein_occlusion",1,3
6,regular,51,5,vgan,stare,000039-vgan-stare.png,diabetic_retinopathy,"cilio_retinal_artery_occlusion,central_retinal_artery_occlusion",-1,3
6,regular,59,6,iternet,stare,000278-iternet-stare.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,3
6,regular,66,6,iternet,stare,001041-iternet-stare.png,diabetic_retinopathy,"central_retinal_artery_occlusion,central_retinal_vein_occlusion",-1,3
6,regular,2,6,iternet,drive,000000-iternet-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,3
6,regular,38,6,iternet,drive,003522-iternet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3
6,regular,9,6,vgan,drive,000613-vgan-drive.png,none,diabetic_retinopathy,-1,3
6,regular,48,6,vgan,drive,005078-vgan-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3
6,regular,82,6,eswanet,stare,001455-eswanet-stare.png,none,arteriosclerotic_retinopathy,-1,3
6,regular,69,6,iternet_uni,stare,001041-iternet_uni-stare.png,central_retinal_vein_occlusion,"central_retinal_artery_occlusion,central_retinal_vein_occlusion",1,4
6,regular,51,6,vgan,stare,000039-vgan-stare.png,central_retinal_artery_occlusion,"cilio_retinal_artery_occlusion,central_retinal_artery_occlusion",1,4
6,regular,59,1,iternet,stare,000278-iternet-stare.png,diabetic_retinopathy,diabetic_retinopathy,1,4
6,regular,66,1,iternet,stare,001041-iternet-stare.png,central_retinal_vein_occlusion,"central_retinal_artery_occlusion,central_retinal_vein_occlusion",1,4
6,regular,2,1,iternet,drive,000000-iternet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,4
6,regular,38,1,iternet,drive,003522-iternet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,4
6,regular,9,1,vgan,drive,000613-vgan-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3
6,regular,48,1,vgan,drive,005078-vgan-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3
6,regular,82,1,eswanet,stare,001455-eswanet-stare.png,not_applicable,arteriosclerotic_retinopathy,0,4
6,regular,69,1,iternet_uni,stare,001041-iternet_uni-stare.png,diabetic_retinopathy,"central_retinal_artery_occlusion,central_retinal_vein_occlusion",-1,5
6,regular,51,1,vgan,stare,000039-vgan-stare.png,not_applicable,"cilio_retinal_artery_occlusion,central_retinal_artery_occlusion",0,4
6,regular,59,2,iternet,stare,000278-iternet-stare.png,diabetic_retinopathy,diabetic_retinopathy,1,3
6,regular,66,2,iternet,stare,001041-iternet-stare.png,central_retinal_vein_occlusion,"central_retinal_artery_occlusion,central_retinal_vein_occlusion",1,4
6,regular,2,2,iternet,drive,000000-iternet-drive.png,cilio_retinal_artery_occlusion,diabetic_retinopathy,-1,3
6,regular,38,2,iternet,drive,003522-iternet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,4
6,regular,9,2,vgan,drive,000613-vgan-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,3
6,regular,48,2,vgan,drive,005078-vgan-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3
6,regular,82,2,eswanet,stare,001455-eswanet-stare.png,not_applicable,arteriosclerotic_retinopathy,0,4
6,regular,69,2,iternet_uni,stare,001041-iternet_uni-stare.png,central_retinal_vein_occlusion,"central_retinal_artery_occlusion,central_retinal_vein_occlusion",1,3
6,regular,51,2,vgan,stare,000039-vgan-stare.png,not_applicable,"cilio_retinal_artery_occlusion,central_retinal_artery_occlusion",0,4
6,regular,59,3,iternet,stare,000278-iternet-stare.png,diabetic_retinopathy,diabetic_retinopathy,1,4
6,regular,66,3,iternet,stare,001041-iternet-stare.png,central_retinal_vein_occlusion,"central_retinal_artery_occlusion,central_retinal_vein_occlusion",1,4
6,regular,2,3,iternet,drive,000000-iternet-drive.png,none,diabetic_retinopathy,-1,2
6,regular,38,3,iternet,drive,003522-iternet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,5
6,regular,9,3,vgan,drive,000613-vgan-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,4
6,regular,48,3,vgan,drive,005078-vgan-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3
6,regular,82,3,eswanet,stare,001455-eswanet-stare.png,none,arteriosclerotic_retinopathy,-1,3
6,regular,69,3,iternet_uni,stare,001041-iternet_uni-stare.png,diabetic_retinopathy,"central_retinal_artery_occlusion,central_retinal_vein_occlusion",-1,5
6,regular,51,3,vgan,stare,000039-vgan-stare.png,arteriosclerotic_retinopathy,"cilio_retinal_artery_occlusion,central_retinal_artery_occlusion",-1,2
3,regular,70,1,saunet,stare,001041-saunet-stare.png,diabetic_retinopathy,"central_retinal_artery_occlusion,central_retinal_vein_occlusion",-1,3
3,regular,22,1,saunet,drive,002670-saunet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,4
3,regular,15,1,iternet_uni,drive,001614-iternet_uni-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3
3,regular,34,1,saunet,drive,002764-saunet-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,4
3,regular,19,1,vgan,drive,001614-vgan-drive.png,not_applicable,diabetic_retinopathy,0,4
3,regular,26,1,vgan,drive,002670-vgan-drive.png,none,diabetic_retinopathy,-1,4
3,regular,79,1,vgan,stare,001455-vgan-stare.png,central_retinal_artery_occlusion,arteriosclerotic_retinopathy,-1,2
3,regular,80,1,saunet,stare,001455-saunet-stare.png,central_retinal_artery_occlusion,arteriosclerotic_retinopathy,-1,2
3,regular,17,1,iternet,drive,001614-iternet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,2
3,regular,14,1,saunet,drive,000613-saunet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,5
3,regular,12,1,laddernet,drive,000613-laddernet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3
3,regular,75,1,eswanet,stare,001078-eswanet-stare.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,3
3,regular,45,1,laddernet,drive,005078-laddernet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3
3,regular,4,1,eswanet,drive,000000-eswanet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,2
3,regular,42,1,eswanet,drive,003522-eswanet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,2
3,regular,70,1,saunet,stare,001041-saunet-stare.png,diabetic_retinopathy,"central_retinal_artery_occlusion,central_retinal_vein_occlusion",-1,3
3,regular,22,1,saunet,drive,002670-saunet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,4
3,regular,15,1,iternet_uni,drive,001614-iternet_uni-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3
3,regular,34,1,saunet,drive,002764-saunet-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,4
3,regular,19,1,vgan,drive,001614-vgan-drive.png,not_applicable,diabetic_retinopathy,0,4
3,regular,26,1,vgan,drive,002670-vgan-drive.png,none,diabetic_retinopathy,-1,4
3,regular,79,1,vgan,stare,001455-vgan-stare.png,central_retinal_artery_occlusion,arteriosclerotic_retinopathy,-1,2
3,regular,80,1,saunet,stare,001455-saunet-stare.png,central_retinal_artery_occlusion,arteriosclerotic_retinopathy,-1,2
3,regular,17,1,iternet,drive,001614-iternet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,2
3,regular,14,1,saunet,drive,000613-saunet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,5
3,regular,12,1,laddernet,drive,000613-laddernet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3
3,regular,75,1,eswanet,stare,001078-eswanet-stare.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,3
3,regular,45,1,laddernet,drive,005078-laddernet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3
3,regular,4,1,eswanet,drive,000000-eswanet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,2
3,regular,42,1,eswanet,drive,003522-eswanet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,2
3,regular,70,3,saunet,stare,001041-saunet-stare.png,central_retinal_vein_occlusion,"central_retinal_artery_occlusion,central_retinal_vein_occlusion",1,4
3,regular,22,3,saunet,drive,002670-saunet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3
3,regular,15,3,iternet_uni,drive,001614-iternet_uni-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,4
3,regular,34,3,saunet,drive,002764-saunet-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,4
3,regular,19,3,vgan,drive,001614-vgan-drive.png,none,diabetic_retinopathy,-1,4
3,regular,26,3,vgan,drive,002670-vgan-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3
3,regular,79,3,vgan,stare,001455-vgan-stare.png,cilio_retinal_artery_occlusion,arteriosclerotic_retinopathy,-1,3
3,regular,80,3,saunet,stare,001455-saunet-stare.png,central_retinal_artery_occlusion,arteriosclerotic_retinopathy,-1,4
3,regular,17,3,iternet,drive,001614-iternet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,4
3,regular,14,3,saunet,drive,000613-saunet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,5
3,regular,12,3,laddernet,drive,000613-laddernet-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,2
3,regular,75,3,eswanet,stare,001078-eswanet-stare.png,diabetic_retinopathy,diabetic_retinopathy,1,4
3,regular,45,3,laddernet,drive,005078-laddernet-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,4
3,regular,4,3,eswanet,drive,000000-eswanet-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,3
3,regular,42,3,eswanet,drive,003522-eswanet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,4
3,regular,70,1,saunet,stare,001041-saunet-stare.png,diabetic_retinopathy,"central_retinal_artery_occlusion,central_retinal_vein_occlusion",-1,3
3,regular,22,1,saunet,drive,002670-saunet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,4
3,regular,15,1,iternet_uni,drive,001614-iternet_uni-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3
3,regular,34,1,saunet,drive,002764-saunet-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,4
3,regular,19,1,vgan,drive,001614-vgan-drive.png,not_applicable,diabetic_retinopathy,0,4
3,regular,26,1,vgan,drive,002670-vgan-drive.png,none,diabetic_retinopathy,-1,4
3,regular,79,1,vgan,stare,001455-vgan-stare.png,central_retinal_artery_occlusion,arteriosclerotic_retinopathy,-1,2
3,regular,80,1,saunet,stare,001455-saunet-stare.png,central_retinal_artery_occlusion,arteriosclerotic_retinopathy,-1,2
3,regular,17,1,iternet,drive,001614-iternet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,2
3,regular,14,1,saunet,drive,000613-saunet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,5
3,regular,12,1,laddernet,drive,000613-laddernet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3
3,regular,75,1,eswanet,stare,001078-eswanet-stare.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,3
3,regular,45,1,laddernet,drive,005078-laddernet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3
3,regular,4,1,eswanet,drive,000000-eswanet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,2
3,regular,42,1,eswanet,drive,003522-eswanet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,2
3,regular,70,3,saunet,stare,001041-saunet-stare.png,central_retinal_vein_occlusion,"central_retinal_artery_occlusion,central_retinal_vein_occlusion",1,4
3,regular,22,3,saunet,drive,002670-saunet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3
3,regular,15,3,iternet_uni,drive,001614-iternet_uni-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,4
3,regular,34,3,saunet,drive,002764-saunet-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,4
3,regular,19,3,vgan,drive,001614-vgan-drive.png,none,diabetic_retinopathy,-1,4
3,regular,26,3,vgan,drive,002670-vgan-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3
3,regular,79,3,vgan,stare,001455-vgan-stare.png,cilio_retinal_artery_occlusion,arteriosclerotic_retinopathy,-1,3
3,regular,80,3,saunet,stare,001455-saunet-stare.png,central_retinal_artery_occlusion,arteriosclerotic_retinopathy,-1,4
3,regular,17,3,iternet,drive,001614-iternet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,4
3,regular,14,3,saunet,drive,000613-saunet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,5
3,regular,12,3,laddernet,drive,000613-laddernet-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,2
3,regular,75,3,eswanet,stare,001078-eswanet-stare.png,diabetic_retinopathy,diabetic_retinopathy,1,4
3,regular,45,3,laddernet,drive,005078-laddernet-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,4
3,regular,4,3,eswanet,drive,000000-eswanet-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,3
3,regular,42,3,eswanet,drive,003522-eswanet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,4
3,regular,70,6,saunet,stare,001041-saunet-stare.png,diabetic_retinopathy,"central_retinal_artery_occlusion,central_retinal_vein_occlusion",-1,3
3,regular,22,6,saunet,drive,002670-saunet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3
3,regular,15,6,iternet_uni,drive,001614-iternet_uni-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3
3,regular,34,6,saunet,drive,002764-saunet-drive.png,cilio_retinal_artery_occlusion,diabetic_retinopathy,-1,2
3,regular,19,6,vgan,drive,001614-vgan-drive.png,none,diabetic_retinopathy,-1,3
3,regular,26,6,vgan,drive,002670-vgan-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,2
3,regular,79,6,vgan,stare,001455-vgan-stare.png,arteriosclerotic_retinopathy,arteriosclerotic_retinopathy,1,3
3,regular,80,6,saunet,stare,001455-saunet-stare.png,arteriosclerotic_retinopathy,arteriosclerotic_retinopathy,1,3
3,regular,17,6,iternet,drive,001614-iternet-drive.png,none,diabetic_retinopathy,-1,3
3,regular,14,6,saunet,drive,000613-saunet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,4
3,regular,12,6,laddernet,drive,000613-laddernet-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,3
3,regular,75,6,eswanet,stare,001078-eswanet-stare.png,central_retinal_vein_occlusion,diabetic_retinopathy,-1,3
3,regular,45,6,laddernet,drive,005078-laddernet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3
3,regular,4,6,eswanet,drive,000000-eswanet-drive.png,not_applicable,diabetic_retinopathy,0,3
3,regular,42,6,eswanet,drive,003522-eswanet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3
3,regular,70,1,saunet,stare,001041-saunet-stare.png,diabetic_retinopathy,"central_retinal_artery_occlusion,central_retinal_vein_occlusion",-1,3
3,regular,22,1,saunet,drive,002670-saunet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,4
3,regular,15,1,iternet_uni,drive,001614-iternet_uni-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3
3,regular,34,1,saunet,drive,002764-saunet-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,4
