,surveyID,surveyType,questionID,doctorID,network,dataset,imageName,answer,correctAnswers,correct,certainty,grading_score
35,6,regular,51,5,vgan,stare,000039-vgan-stare.png,diabetic_retinopathy,"cilio_retinal_artery_occlusion,central_retinal_artery_occlusion",-1,3,-60
36,6,regular,59,6,iternet,stare,000278-iternet-stare.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,3,-60
37,6,regular,66,6,iternet,stare,001041-iternet-stare.png,diabetic_retinopathy,"central_retinal_artery_occlusion,central_retinal_vein_occlusion",-1,3,-60
38,6,regular,2,6,iternet,drive,000000-iternet-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,3,-60
39,6,regular,38,6,iternet,drive,003522-iternet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3,60
40,6,regular,9,6,vgan,drive,000613-vgan-drive.png,none,diabetic_retinopathy,-1,3,-60
41,6,regular,48,6,vgan,drive,005078-vgan-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3,60
42,6,regular,82,6,eswanet,stare,001455-eswanet-stare.png,none,arteriosclerotic_retinopathy,-1,3,-60
43,6,regular,69,6,iternet_uni,stare,001041-iternet_uni-stare.png,central_retinal_vein_occlusion,"central_retinal_artery_occlusion,central_retinal_vein_occlusion",1,4,80
44,6,regular,51,6,vgan,stare,000039-vgan-stare.png,central_retinal_artery_occlusion,"cilio_retinal_artery_occlusion,central_retinal_artery_occlusion",1,4,80
45,6,regular,59,1,iternet,stare,000278-iternet-stare.png,diabetic_retinopathy,diabetic_retinopathy,1,4,80
46,6,regular,66,1,iternet,stare,001041-iternet-stare.png,central_retinal_vein_occlusion,"central_retinal_artery_occlusion,central_retinal_vein_occlusion",1,4,80
47,6,regular,2,1,iternet,drive,000000-iternet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,4,80
48,6,regular,38,1,iternet,drive,003522-iternet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,4,80
49,6,regular,9,1,vgan,drive,000613-vgan-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3,60
50,6,regular,48,1,vgan,drive,005078-vgan-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3,60
51,6,regular,82,1,eswanet,stare,001455-eswanet-stare.png,not_applicable,arteriosclerotic_retinopathy,0,4,0
52,6,regular,69,1,iternet_uni,stare,001041-iternet_uni-stare.png,diabetic_retinopathy,"central_retinal_artery_occlusion,central_retinal_vein_occlusion",-1,5,-100
53,6,regular,51,1,vgan,stare,000039-vgan-stare.png,not_applicable,"cilio_retinal_artery_occlusion,central_retinal_artery_occlusion",0,4,0
54,6,regular,59,5,iternet,stare,000278-iternet-stare.png,central_retinal_vein_occlusion,diabetic_retinopathy,-1,3,-60
55,6,regular,66,5,iternet,stare,001041-iternet-stare.png,diabetic_retinopathy,"central_retinal_artery_occlusion,central_retinal_vein_occlusion",-1,3,-60
56,6,regular,2,5,iternet,drive,000000-iternet-drive.png,central_retinal_vein_occlusion,diabetic_retinopathy,-1,3,-60
57,6,regular,38,5,iternet,drive,003522-iternet-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,3,-60
58,6,regular,9,5,vgan,drive,000613-vgan-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,3,-60
59,6,regular,48,5,vgan,drive,005078-vgan-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,3,-60
60,6,regular,82,5,eswanet,stare,001455-eswanet-stare.png,central_retinal_artery_occlusion,arteriosclerotic_retinopathy,-1,3,-60
61,6,regular,69,5,iternet_uni,stare,001041-iternet_uni-stare.png,central_retinal_vein_occlusion,"central_retinal_artery_occlusion,central_retinal_vein_occlusion",1,3,60
62,6,regular,51,5,vgan,stare,000039-vgan-stare.png,diabetic_retinopathy,"cilio_retinal_artery_occlusion,central_retinal_artery_occlusion",-1,3,-60
63,6,regular,59,6,iternet,stare,000278-iternet-stare.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,3,-60
64,6,regular,66,6,iternet,stare,001041-iternet-stare.png,diabetic_retinopathy,"central_retinal_artery_occlusion,central_retinal_vein_occlusion",-1,3,-60
65,6,regular,2,6,iternet,drive,000000-iternet-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,3,-60
66,6,regular,38,6,iternet,drive,003522-iternet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3,60
67,6,regular,9,6,vgan,drive,000613-vgan-drive.png,none,diabetic_retinopathy,-1,3,-60
68,6,regular,48,6,vgan,drive,005078-vgan-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3,60
69,6,regular,82,6,eswanet,stare,001455-eswanet-stare.png,none,arteriosclerotic_retinopathy,-1,3,-60
70,6,regular,69,6,iternet_uni,stare,001041-iternet_uni-stare.png,central_retinal_vein_occlusion,"central_retinal_artery_occlusion,central_retinal_vein_occlusion",1,4,80
71,6,regular,51,6,vgan,stare,000039-vgan-stare.png,central_retinal_artery_occlusion,"cilio_retinal_artery_occlusion,central_retinal_artery_occlusion",1,4,80
72,6,regular,59,1,iternet,stare,000278-iternet-stare.png,diabetic_retinopathy,diabetic_retinopathy,1,4,80
73,6,regular,66,1,iternet,stare,001041-iternet-stare.png,central_retinal_vein_occlusion,"central_retinal_artery_occlusion,central_retinal_vein_occlusion",1,4,80
74,6,regular,2,1,iternet,drive,000000-iternet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,4,80
75,6,regular,38,1,iternet,drive,003522-iternet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,4,80
76,6,regular,9,1,vgan,drive,000613-vgan-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3,60
77,6,regular,48,1,vgan,drive,005078-vgan-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3,60
78,6,regular,82,1,eswanet,stare,001455-eswanet-stare.png,not_applicable,arteriosclerotic_retinopathy,0,4,0
79,6,regular,69,1,iternet_uni,stare,001041-iternet_uni-stare.png,diabetic_retinopathy,"central_retinal_artery_occlusion,central_retinal_vein_occlusion",-1,5,-100
80,6,regular,51,1,vgan,stare,000039-vgan-stare.png,not_applicable,"cilio_retinal_artery_occlusion,central_retinal_artery_occlusion",0,4,0
81,6,regular,59,2,iternet,stare,000278-iternet-stare.png,diabetic_retinopathy,diabetic_retinopathy,1,3,60
82,6,regular,66,2,iternet,stare,001041-iternet-stare.png,central_retinal_vein_occlusion,"central_retinal_artery_occlusion,central_retinal_vein_occlusion",1,4,80
83,6,regular,2,2,iternet,drive,000000-iternet-drive.png,cilio_retinal_artery_occlusion,diabetic_retinopathy,-1,3,-60
84,6,regular,38,2,iternet,drive,003522-iternet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,4,80
85,6,regular,9,2,vgan,drive,000613-vgan-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,3,-60
86,6,regular,48,2,vgan,drive,005078-vgan-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3,60
87,6,regular,82,2,eswanet,stare,001455-eswanet-stare.png,not_applicable,arteriosclerotic_retinopathy,0,4,0
88,6,regular,69,2,iternet_uni,stare,001041-iternet_uni-stare.png,central_retinal_vein_occlusion,"central_retinal_artery_occlusion,central_retinal_vein_occlusion",1,3,60
89,6,regular,51,2,vgan,stare,000039-vgan-stare.png,not_applicable,"cilio_retinal_artery_occlusion,central_retinal_artery_occlusion",0,4,0
90,6,regular,59,5,iternet,stare,000278-iternet-stare.png,central_retinal_vein_occlusion,diabetic_retinopathy,-1,3,-60
91,6,regular,66,5,iternet,stare,001041-iternet-stare.png,diabetic_retinopathy,"central_retinal_artery_occlusion,central_retinal_vein_occlusion",-1,3,-60
92,6,regular,2,5,iternet,drive,000000-iternet-drive.png,central_retinal_vein_occlusion,diabetic_retinopathy,-1,3,-60
93,6,regular,38,5,iternet,drive,003522-iternet-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,3,-60
94,6,regular,9,5,vgan,drive,000613-vgan-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,3,-60
95,6,regular,48,5,vgan,drive,005078-vgan-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,3,-60
96,6,regular,82,5,eswanet,stare,001455-eswanet-stare.png,central_retinal_artery_occlusion,arteriosclerotic_retinopathy,-1,3,-60
97,6,regular,69,5,iternet_uni,stare,001041-iternet_uni-stare.png,central_retinal_vein_occlusion,"central_retinal_artery_occlusion,central_retinal_vein_occlusion",1,3,60
98,6,regular,51,5,vgan,stare,000039-vgan-stare.png,diabetic_retinopathy,"cilio_retinal_artery_occlusion,central_retinal_artery_occlusion",-1,3,-60
99,6,regular,59,6,iternet,stare,000278-iternet-stare.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,3,-60
100,6,regular,66,6,iternet,stare,001041-iternet-stare.png,diabetic_retinopathy,"central_retinal_artery_occlusion,central_retinal_vein_occlusion",-1,3,-60
101,6,regular,2,6,iternet,drive,000000-iternet-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,3,-60
102,6,regular,38,6,iternet,drive,003522-iternet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3,60
103,6,regular,9,6,vgan,drive,000613-vgan-drive.png,none,diabetic_retinopathy,-1,3,-60
104,6,regular,48,6,vgan,drive,005078-vgan-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3,60
105,6,regular,82,6,eswanet,stare,001455-eswanet-stare.png,none,arteriosclerotic_retinopathy,-1,3,-60
106,6,regular,69,6,iternet_uni,stare,001041-iternet_uni-stare.png,central_retinal_vein_occlusion,"central_retinal_artery_occlusion,central_retinal_vein_occlusion",1,4,80
107,6,regular,51,6,vgan,stare,000039-vgan-stare.png,central_retinal_artery_occlusion,"cilio_retinal_artery_occlusion,central_retinal_artery_occlusion",1,4,80
108,6,regular,59,1,iternet,stare,000278-iternet-stare.png,diabetic_retinopathy,diabetic_retinopathy,1,4,80
109,6,regular,66,1,iternet,stare,001041-iternet-stare.png,central_retinal_vein_occlusion,"central_retinal_artery_occlusion,central_retinal_vein_occlusion",1,4,80
110,6,regular,2,1,iternet,drive,000000-iternet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,4,80
111,6,regular,38,1,iternet,drive,003522-iternet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,4,80
112,6,regular,9,1,vgan,drive,000613-vgan-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3,60
113,6,regular,48,1,vgan,drive,005078-vgan-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3,60
114,6,regular,82,1,eswanet,stare,001455-eswanet-stare.png,not_applicable,arteriosclerotic_retinopathy,0,4,0
115,6,regular,69,1,iternet_uni,stare,001041-iternet_uni-stare.png,diabetic_retinopathy,"central_retinal_artery_occlusion,central_retinal_vein_occlusion",-1,5,-100
116,6,regular,51,1,vgan,stare,000039-vgan-stare.png,not_applicable,"cilio_retinal_artery_occlusion,central_retinal_artery_occlusion",0,4,0
117,6,regular,59,2,iternet,stare,000278-iternet-stare.png,diabetic_retinopathy,diabetic_retinopathy,1,3,60
118,6,regular,66,2,iternet,stare,001041-iternet-stare.png,central_retinal_vein_occlusion,"central_retinal_artery_occlusion,central_retinal_vein_occlusion",1,4,80
119,6,regular,2,2,iternet,drive,000000-iternet-drive.png,cilio_retinal_artery_occlusion,diabetic_retinopathy,-1,3,-60
120,6,regular,38,2,iternet,drive,003522-iternet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,4,80
121,6,regular,9,2,vgan,drive,000613-vgan-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,3,-60
122,6,regular,48,2,vgan,drive,005078-vgan-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3,60
123,6,regular,82,2,eswanet,stare,001455-eswanet-stare.png,not_applicable,arteriosclerotic_retinopathy,0,4,0
124,6,regular,69,2,iternet_uni,stare,001041-iternet_uni-stare.png,central_retinal_vein_occlusion,"central_retinal_artery_occlusion,central_retinal_vein_occlusion",1,3,60
125,6,regular,51,2,vgan,stare,000039-vgan-stare.png,not_applicable,"cilio_retinal_artery_occlusion,central_retinal_artery_occlusion",0,4,0
126,6,regular,59,3,iternet,stare,000278-iternet-stare.png,diabetic_retinopathy,diabetic_retinopathy,1,4,80
127,6,regular,66,3,iternet,stare,001041-iternet-stare.png,central_retinal_vein_occlusion,"central_retinal_artery_occlusion,central_retinal_vein_occlusion",1,4,80
128,6,regular,2,3,iternet,drive,000000-iternet-drive.png,none,diabetic_retinopathy,-1,2,-40
129,6,regular,38,3,iternet,drive,003522-iternet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,5,100
130,6,regular,9,3,vgan,drive,000613-vgan-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,4,-80
131,6,regular,48,3,vgan,drive,005078-vgan-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3,60
132,6,regular,82,3,eswanet,stare,001455-eswanet-stare.png,none,arteriosclerotic_retinopathy,-1,3,-60
133,6,regular,69,3,iternet_uni,stare,001041-iternet_uni-stare.png,diabetic_retinopathy,"central_retinal_artery_occlusion,central_retinal_vein_occlusion",-1,5,-100
134,6,regular,51,3,vgan,stare,000039-vgan-stare.png,arteriosclerotic_retinopathy,"cilio_retinal_artery_occlusion,central_retinal_artery_occlusion",-1,2,-40
135,3,regular,70,1,saunet,stare,001041-saunet-stare.png,diabetic_retinopathy,"central_retinal_artery_occlusion,central_retinal_vein_occlusion",-1,3,-60
136,3,regular,22,1,saunet,drive,002670-saunet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,4,80
137,3,regular,15,1,iternet_uni,drive,001614-iternet_uni-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3,60
138,3,regular,34,1,saunet,drive,002764-saunet-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,4,-80
139,3,regular,19,1,vgan,drive,001614-vgan-drive.png,not_applicable,diabetic_retinopathy,0,4,0
140,3,regular,26,1,vgan,drive,002670-vgan-drive.png,none,diabetic_retinopathy,-1,4,-80
141,3,regular,79,1,vgan,stare,001455-vgan-stare.png,central_retinal_artery_occlusion,arteriosclerotic_retinopathy,-1,2,-40
142,3,regular,80,1,saunet,stare,001455-saunet-stare.png,central_retinal_artery_occlusion,arteriosclerotic_retinopathy,-1,2,-40
143,3,regular,17,1,iternet,drive,001614-iternet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,2,40
144,3,regular,14,1,saunet,drive,000613-saunet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,5,100
145,3,regular,12,1,laddernet,drive,000613-laddernet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3,60
146,3,regular,75,1,eswanet,stare,001078-eswanet-stare.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,3,-60
147,3,regular,45,1,laddernet,drive,005078-laddernet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3,60
148,3,regular,4,1,eswanet,drive,000000-eswanet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,2,40
149,3,regular,42,1,eswanet,drive,003522-eswanet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,2,40
150,3,regular,70,1,saunet,stare,001041-saunet-stare.png,diabetic_retinopathy,"central_retinal_artery_occlusion,central_retinal_vein_occlusion",-1,3,-60
151,3,regular,22,1,saunet,drive,002670-saunet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,4,80
152,3,regular,15,1,iternet_uni,drive,001614-iternet_uni-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3,60
153,3,regular,34,1,saunet,drive,002764-saunet-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,4,-80
154,3,regular,19,1,vgan,drive,001614-vgan-drive.png,not_applicable,diabetic_retinopathy,0,4,0
155,3,regular,26,1,vgan,drive,002670-vgan-drive.png,none,diabetic_retinopathy,-1,4,-80
156,3,regular,79,1,vgan,stare,001455-vgan-stare.png,central_retinal_artery_occlusion,arteriosclerotic_retinopathy,-1,2,-40
157,3,regular,80,1,saunet,stare,001455-saunet-stare.png,central_retinal_artery_occlusion,arteriosclerotic_retinopathy,-1,2,-40
158,3,regular,17,1,iternet,drive,001614-iternet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,2,40
159,3,regular,14,1,saunet,drive,000613-saunet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,5,100
160,3,regular,12,1,laddernet,drive,000613-laddernet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3,60
161,3,regular,75,1,eswanet,stare,001078-eswanet-stare.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,3,-60
162,3,regular,45,1,laddernet,drive,005078-laddernet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3,60
163,3,regular,4,1,eswanet,drive,000000-eswanet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,2,40
164,3,regular,42,1,eswanet,drive,003522-eswanet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,2,40
165,3,regular,70,3,saunet,stare,001041-saunet-stare.png,central_retinal_vein_occlusion,"central_retinal_artery_occlusion,central_retinal_vein_occlusion",1,4,80
166,3,regular,22,3,saunet,drive,002670-saunet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3,60
167,3,regular,15,3,iternet_uni,drive,001614-iternet_uni-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,4,80
168,3,regular,34,3,saunet,drive,002764-saunet-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,4,-80
169,3,regular,19,3,vgan,drive,001614-vgan-drive.png,none,diabetic_retinopathy,-1,4,-80
170,3,regular,26,3,vgan,drive,002670-vgan-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3,60
171,3,regular,79,3,vgan,stare,001455-vgan-stare.png,cilio_retinal_artery_occlusion,arteriosclerotic_retinopathy,-1,3,-60
172,3,regular,80,3,saunet,stare,001455-saunet-stare.png,central_retinal_artery_occlusion,arteriosclerotic_retinopathy,-1,4,-80
173,3,regular,17,3,iternet,drive,001614-iternet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,4,80
174,3,regular,14,3,saunet,drive,000613-saunet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,5,100
175,3,regular,12,3,laddernet,drive,000613-laddernet-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,2,-40
176,3,regular,75,3,eswanet,stare,001078-eswanet-stare.png,diabetic_retinopathy,diabetic_retinopathy,1,4,80
177,3,regular,45,3,laddernet,drive,005078-laddernet-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,4,-80
178,3,regular,4,3,eswanet,drive,000000-eswanet-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,3,-60
179,3,regular,42,3,eswanet,drive,003522-eswanet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,4,80
180,3,regular,70,1,saunet,stare,001041-saunet-stare.png,diabetic_retinopathy,"central_retinal_artery_occlusion,central_retinal_vein_occlusion",-1,3,-60
181,3,regular,22,1,saunet,drive,002670-saunet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,4,80
182,3,regular,15,1,iternet_uni,drive,001614-iternet_uni-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3,60
183,3,regular,34,1,saunet,drive,002764-saunet-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,4,-80
184,3,regular,19,1,vgan,drive,001614-vgan-drive.png,not_applicable,diabetic_retinopathy,0,4,0
185,3,regular,26,1,vgan,drive,002670-vgan-drive.png,none,diabetic_retinopathy,-1,4,-80
186,3,regular,79,1,vgan,stare,001455-vgan-stare.png,central_retinal_artery_occlusion,arteriosclerotic_retinopathy,-1,2,-40
187,3,regular,80,1,saunet,stare,001455-saunet-stare.png,central_retinal_artery_occlusion,arteriosclerotic_retinopathy,-1,2,-40
188,3,regular,17,1,iternet,drive,001614-iternet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,2,40
189,3,regular,14,1,saunet,drive,000613-saunet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,5,100
190,3,regular,12,1,laddernet,drive,000613-laddernet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3,60
191,3,regular,75,1,eswanet,stare,001078-eswanet-stare.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,3,-60
192,3,regular,45,1,laddernet,drive,005078-laddernet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3,60
193,3,regular,4,1,eswanet,drive,000000-eswanet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,2,40
194,3,regular,42,1,eswanet,drive,003522-eswanet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,2,40
195,3,regular,70,3,saunet,stare,001041-saunet-stare.png,central_retinal_vein_occlusion,"central_retinal_artery_occlusion,central_retinal_vein_occlusion",1,4,80
196,3,regular,22,3,saunet,drive,002670-saunet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3,60
197,3,regular,15,3,iternet_uni,drive,001614-iternet_uni-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,4,80
198,3,regular,34,3,saunet,drive,002764-saunet-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,4,-80
199,3,regular,19,3,vgan,drive,001614-vgan-drive.png,none,diabetic_retinopathy,-1,4,-80
200,3,regular,26,3,vgan,drive,002670-vgan-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3,60
201,3,regular,79,3,vgan,stare,001455-vgan-stare.png,cilio_retinal_artery_occlusion,arteriosclerotic_retinopathy,-1,3,-60
202,3,regular,80,3,saunet,stare,001455-saunet-stare.png,central_retinal_artery_occlusion,arteriosclerotic_retinopathy,-1,4,-80
203,3,regular,17,3,iternet,drive,001614-iternet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,4,80
204,3,regular,14,3,saunet,drive,000613-saunet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,5,100
205,3,regular,12,3,laddernet,drive,000613-laddernet-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,2,-40
206,3,regular,75,3,eswanet,stare,001078-eswanet-stare.png,diabetic_retinopathy,diabetic_retinopathy,1,4,80
207,3,regular,45,3,laddernet,drive,005078-laddernet-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,4,-80
208,3,regular,4,3,eswanet,drive,000000-eswanet-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,3,-60
209,3,regular,42,3,eswanet,drive,003522-eswanet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,4,80
210,3,regular,70,6,saunet,stare,001041-saunet-stare.png,diabetic_retinopathy,"central_retinal_artery_occlusion,central_retinal_vein_occlusion",-1,3,-60
211,3,regular,22,6,saunet,drive,002670-saunet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3,60
